"","player","season","schl","games","gs","mp"
"502","Amath M'Baye",2012,"Oklahoma",32,32,800
"503","Amedeo Della Valle",2012,"Ohio State",15,0,108
"504","Amedeo Della Valle",2013,"Ohio State",33,0,393
"505","Amhad Jarrard",2022,"IUPUI",22,9,430
"506","Amir Allen",2018,"Milwaukee",31,30,515
"507","Amir Allen",2019,"Milwaukee",23,10,291
"508","Amir Allen",2020,"Milwaukee",22,11,425
"509","Amir Coffey",2016,"Minnesota",33,33,1097
"510","Amir Coffey",2017,"Minnesota",18,18,569
"511","Amir Coffey",2018,"Minnesota",36,36,1267
"512","Amir Gholizadeh",2019,"Chicago State",29,11,657
"513","Amir Harris",2018,"Nebraska",23,2,268
"514","Amir Rashid",2010,"Central Michigan",18,NA,534
"515","Amir Williams",2011,"Ohio State",29,0,190
"516","Amir Williams",2012,"Ohio State",37,26,611
"517","Amir Williams",2013,"Ohio State",35,35,809
"518","Amir Williams",2014,"Ohio State",33,NA,644
"519","Anali Okoloji",2014,"Eastern Michigan",35,24,588
"520","Anastasios Demogerontas",2017,"Northern Illinois",30,0,450
"521","Anastasios Demogerontas",2018,"Northern Illinois",7,3,102
"522","Anders Broman",2013,"South Dakota State",26,5,372
"523","Anders Broman",2014,"South Dakota State",19,0,114
"524","Anderson Mirambeaux",2021,"Cleveland State",25,0,137
"525","Anderson Mirambeaux",2022,"Miami (OH)",32,31,819
"526","Andre Almeida",2010,"Nebraska",30,3,447
"527","Andre Almeida",2012,"Nebraska",29,17,422
"528","Andre Coimbra",2010,"Central Michigan",31,NA,607
"529","Andre Coimbra",2011,"Central Michigan",32,NA,889
"530","Andre Curbelo",2020,"Illinois",31,0,668
"531","Andre Curbelo",2021,"Illinois",19,4,367
"532","Andre Frederick",2014,"Robert Morris",24,0,179
"533","Andre Frederick",2015,"Robert Morris",27,6,361
"534","Andre Harris",2020,"Wright State",11,0,49
"535","Andre Hollins",2011,"Minnesota",37,NA,780
"536","Andre Hollins",2012,"Minnesota",34,32,1021
"537","Andre Hollins",2013,"Minnesota",36,36,1099
"538","Andre Hollins",2014,"Minnesota",33,33,1007
"539","Andre Ingram",2011,"Minnesota",30,NA,266
"540","Andre Ingram",2012,"Minnesota",33,2,338
"541","Andre Lorentsson",2022,"Toledo",34,0,261
"542","Andre Lorentsson",2023,"Toledo",6,0,96
"543","Andre McPhail",2012,"Buffalo",10,0,33
"544","Andre Rafus",2018,"Eastern Michigan",5,0,44
"545","Andre Screen",2023,"Butler",6,0,78
"546","Andre Wallace",2016,"South Dakota State",26,6,388
"547","Andre Washington",2016,"Illinois State",17,0,82
"548","Andre Wesson",2016,"Ohio State",29,0,326
"549","Andre Wesson",2017,"Ohio State",34,5,629
"550","Andre Wesson",2018,"Ohio State",35,34,1049
"551","Andre Wesson",2019,"Ohio State",29,23,896
"552","Andre Yates",2012,"Creighton",28,0,149
"553","Andre Yates",2014,"Cleveland State",33,22,729
"554","Andre Yates",2015,"Cleveland State",30,28,850
"555","Andres Feliz",2018,"Illinois",33,5,737
"556","Andres Feliz",2019,"Illinois",31,15,830
"557","Andrew Alia",2023,"Drake",3,0,10
"558","Andrew Barrett",2019,"Drake",6,0,19
"559","Andrew Barrett",2020,"Drake",9,0,25
"560","Andrew Bergan",2020,"North Dakota",3,0,9
"561","Andrew Brommer",2010,"Iowa",31,0,388
"562","Andrew Brommer",2011,"Iowa",30,0,237
"563","Andrew Calomeris",2013,"Indiana",4,0,5
"564","Andrew Chrabascz",2013,"Butler",31,10,599
"565","Andrew Chrabascz",2014,"Butler",30,29,861
"566","Andrew Chrabascz",2015,"Butler",33,31,996
"567","Andrew Chrabascz",2016,"Butler",34,34,1112
"568","Andrew Dakich",2013,"Michigan",12,0,24
"569","Andrew Dakich",2014,"Michigan",13,0,69
"570","Andrew Dakich",2015,"Michigan",24,0,110
"571","Andrew Dakich",2017,"Ohio State",34,1,646
"572","Andrew Fitzgerald",2010,"Oklahoma",32,32,985
"573","Andrew Fitzgerald",2011,"Oklahoma",31,31,869
"574","Andrew Fitzgerald",2012,"Oklahoma",32,1,502
"575","Andrew Fleming",2015,"Iowa",12,0,80
"576","Andrew Garcia",2021,"Kent State",25,24,535
"577","Andrew Goldstein",2013,"Ohio State",2,0,2
"578","Andrew Hooper",2010,"Denver",20,12,315
"579","Andrew Jones",2011,"Missouri",12,0,25
"580","Andrew Kallman",2021,"North Dakota State",18,2,167
"581","Andrew King",2023,"Illinois-Chicago",2,0,27
"582","Andrew Lewis",2019,"Chicago State",26,18,768
"583","Andrew Lewis",2020,"Chicago State",2,2,27
"584","Andrew Lewis",2021,"Chicago State",6,1,57
"585","Andrew Merfeld",2020,"Creighton",5,0,10
"586","Andrew Mitchell",2010,"Iowa State",8,0,9
"587","Andrew Morgan",2021,"North Dakota State",21,0,242
"588","Andrew Morgan",2022,"North Dakota State",32,30,690
"589","Andrew Morgan",2023,"North Dakota State",7,7,130
"590","Andrew Smith",2010,"Butler",38,31,909
"591","Andrew Smith",2011,"Butler",37,36,977
"592","Andrew Smith",2012,"Butler",35,35,964
"593","Andrew Warren",2010,"Bradley",32,32,1173
"594","Andrew Welage",2020,"Wright State",11,0,80
"595","Andrew Welage",2021,"Wright State",34,0,513
"596","Andrew Welage",2022,"Wright State",33,5,558
"597","Andrew Welage",2023,"Wright State",6,0,107
"598","Andrew Wells",2020,"Eastern Michigan",7,0,39
"599","Andrew Wells",2021,"Eastern Michigan",6,0,6
"600","Andrew Wells",2022,"Eastern Michigan",3,0,4
"601","Andrew White",2012,"Kansas",25,0,125
"602","Andrew White",2013,"Kansas",18,0,113
"603","Andrew White",2015,"Nebraska",34,34,1010
"604","Andrew Wiggins",2013,"Kansas",35,35,1148
"605","Andrew Zelis",2015,"Northern Illinois",27,0,196
"606","Andrew Zelis",2017,"Northern Illinois",11,0,65
"607","Andy Chinn",2010,"Evansville",3,0,4
"608","Andy Chinn",2011,"Evansville",5,0,6
"609","Andy Chinn",2012,"Evansville",3,0,5
"610","Andy Nagel",2010,"North Dakota State",28,0,250
"611","Andy Neff",2018,"Wright State",8,0,15
"612","Andy Neff",2019,"Wright State",8,0,24
"613","Andy Neff",2020,"Wright State",10,0,25
"614","Andy Neff",2021,"Wright State",11,0,55
"615","Andy Neff",2022,"Wright State",9,0,36
"616","Andy Polka",2010,"Loyola (IL)",31,11,782
"617","Andy Rosburg",2011,"Missouri",15,0,28
"618","Andy Smeathers",2011,"Butler",23,0,124
"619","Andy Smeathers",2012,"Butler",20,0,48
"620","Andy Van Vliet",2016,"Wisconsin",13,0,48
"621","Andy Van Vliet",2017,"Wisconsin",17,4,131
"622","Anfernee Brown",2013,"Purdue",5,0,9
"623","Anfernee Brown",2014,"Purdue",3,0,11
"624","Angel Aparicio",2014,"Toledo",11,0,15
"625","Angel Garcia",2010,"Memphis",9,0,104
"626","Angel Rodriguez",2011,"Kansas State",32,17,694
"627","Angel Rodriguez",2012,"Kansas State",33,33,930
"628","Angelo Stuart",2022,"Milwaukee",31,7,410
"629","Angelo Stuart",2023,"Milwaukee",7,0,103
"630","Anquan Boldin Jr.",2023,"Buffalo",6,3,166
"631","Anthony Allen",2014,"Oklahoma State",25,2,179
"632","Anthony Allen",2015,"Oklahoma State",31,12,345
"633","Anthony Beane",2012,"Southern Illinois",31,21,901
"634","Anthony Beane",2013,"Southern Illinois",33,33,1126
"635","Anthony Beane",2014,"Southern Illinois",33,33,1148
"636","Anthony Beane",2015,"Southern Illinois",32,32,1097
"637","Anthony Booker",2011,"Iowa State",32,0,370
"638","Anthony Booker",2012,"Iowa State",30,9,348
"639","Anthony Brown",2015,"Green Bay",29,5,324
"640","Anthony Clemmons",2012,"Iowa",38,13,638
"641","Anthony Clemmons",2013,"Iowa",32,0,363
"642","Anthony Clemmons",2014,"Iowa",34,12,677
"643","Anthony Clemmons",2015,"Iowa",33,33,976
"644","Anthony Cole",2012,"Memphis",8,0,9
"645","Anthony Cole",2013,"Memphis",5,NA,10
"646","Anthony Cousin",2010,"Illinois State",31,22,734
"647","Anthony Cousin",2011,"Illinois State",34,14,874
"648","Anthony Cousin",2012,"Illinois State",27,1,227
"649","Anthony Criswell",2012,"Missouri",31,4,582
"650","Anthony Criswell",2013,"Missouri",28,0,388
"651","Anthony Crump",2020,"Northern Illinois",17,11,383
"652","Anthony Crump",2021,"Northern Illinois",30,25,710
"653","Anthony Crump",2022,"Northern Illinois",32,31,782
"654","Anthony Crump",2023,"Western Michigan",6,1,134
"655","Anthony D'Avanzo",2020,"Southern Illinois",26,20,531
"656","Anthony D'Avanzo",2021,"Southern Illinois",21,1,167
"657","Anthony Downing",2011,"Missouri State",32,16,971
"658","Anthony Downing",2012,"Missouri State",33,33,1133
"659","Anthony Eaves",2015,"Chicago State",29,2,416
"660","Anthony Eaves",2016,"Chicago State",26,5,393
"661","Anthony Fields",2013,"Bradley",26,0,128
"662","Anthony Fields",2014,"Bradley",18,1,119
"663","Anthony Gaines",2017,"Northwestern",32,5,597
"664","Anthony Gaines",2018,"Northwestern",32,15,853
"665","Anthony Gaines",2019,"Northwestern",10,10,265
"666","Anthony Gaines",2020,"Northwestern",24,5,499
"667","Anthony Glover",2014,"Chicago State",32,14,679
"668","Anthony Harris",2017,"Chicago State",28,16,556
"669","Anthony Harris",2018,"Chicago State",30,29,993
"670","Anthony Henderson",2011,"Bowling Green State",22,0,125
"671","Anthony Henderson",2012,"Bowling Green State",29,9,418
"672","Anthony Henderson",2013,"Bowling Green State",31,31,1047
"673","Anthony Henderson",2014,"Bowling Green State",33,33,861
"674","Anthony Hickey",2014,"Oklahoma State",32,31,954
"675","Anthony Hill",2010,"Milwaukee",32,32,900
"676","Anthony Ianni",2010,"Michigan State",6,0,8
"677","Anthony Ianni",2011,"Michigan State",21,0,35
"678","Anthony James",2010,"Northern Iowa",34,31,950
"679","Anthony James",2011,"Northern Iowa",33,23,928
"680","Anthony James",2012,"Northern Iowa",32,32,1024
"681","Anthony Johnson",2011,"Purdue",34,4,527
"682","Anthony Johnson",2012,"Purdue",34,7,613
"683","Anthony Johnson",2014,"Northern Illinois",27,25,616
"684","Anthony Kelley",2010,"Illinois-Chicago",14,0,41
"685","Anthony Kelley",2011,"Illinois-Chicago",5,0,17
"686","Anthony Kelley",2012,"Illinois-Chicago",20,12,336
"687","Anthony Leal",2020,"Indiana",20,0,232
"688","Anthony Leal",2021,"Indiana",17,2,173
"689","Anthony Leal",2022,"Indiana",11,0,25
"690","Anthony Lee",2014,"Ohio State",21,NA,230
"691","Anthony McBride",2010,"Cincinnati",8,0,12
"692","Anthony McClain",2010,"Cincinnati",27,1,166
"693","Anthony McComb",2022,"Bowling Green State",21,2,153
"694","Anthony McComb",2023,"Bowling Green State",5,0,44
"695","Anthony Monaco",2012,"Northern Kentucky",20,0,167
"696","Anthony Monaco",2013,"Northern Kentucky",30,16,629
"697","Anthony Monaco",2014,"Northern Kentucky",22,8,425
"698","Anthony Murphy",2018,"Drake",34,6,722
"699","Anthony Murphy",2019,"Drake",34,34,965
"700","Anthony Myers",2010,"Robert Morris",32,13,763
"701","Anthony Myers",2011,"Robert Morris",37,1,859
"702","Anthony Myers",2012,"Robert Morris",32,8,752
"703","Anthony Myers",2013,"Robert Morris",36,36,993
"704","Anthony Pritchard",2021,"Tulsa",27,18,563
"705","Anthony Pritchard",2022,"Tulsa",21,21,627
"706","Anthony Pritchard",2023,"Central Michigan",6,6,190
"707","Anthony Pugh",2015,"Robert Morris",3,0,7
"708","Anthony Rego",2019,"Cleveland State",5,0,29
"709","Anthony Roberts",2018,"Kent State",31,3,546
"710","Anthony Roberts",2019,"Kent State",30,19,869
"711","Anthony Robinson II",2023,"Missouri",7,0,114
"712","Anthony Sciarroni",2023,"Valparaiso",2,0,10
"713","Anthony Smith",2017,"Murray State",32,0,463
"714","Anthony Smith",2018,"Murray State",5,5,91
"715","Anthony Smith",2019,"Murray State",32,32,856
"716","Anthony Starzynski",2017,"Pittsburgh",4,0,5
"717","Anthony Starzynski",2018,"Pittsburgh",7,0,15
"718","Anthony Starzynski",2019,"Pittsburgh",8,1,24
"719","Anthony Strickland",2011,"Eastern Michigan",31,12,479
"720","Anthony Strickland",2012,"Eastern Michigan",27,2,257
"721","Anthony Strickland",2013,"Eastern Michigan",27,2,198
"722","Anthony Thompson",2010,"Bradley",26,1,242
"723","Anthony Thompson",2011,"Bradley",32,1,410
"724","Anthony Walker",2023,"Indiana",5,0,65
"725","Anthony Wells",2010,"Cleveland State",8,0,19
"726","Anthony West",2011,"Kansas",1,0,1
"727","Anthony Williams",2010,"IUPUI",25,NA,165
"728","Anthony Wright",2010,"Toledo",30,14,713
"729","Anthony Wright",2016,"Cleveland State",28,3,364
"730","Anthony Wright",2017,"Cleveland State",28,24,731
"731","Antino Jackson",2014,"Akron",35,10,600
"732","Antino Jackson",2015,"Akron",35,31,976
"733","Antino Jackson",2016,"Akron",35,26,820
"734","Antoine Chandler",2011,"Eastern Michigan",15,0,54
"735","Antoine Chandler",2012,"Eastern Michigan",13,0,74
"736","Antoine Davis",2018,"Detroit Mercy",30,29,1122
"737","Antoine Davis",2019,"Detroit Mercy",30,30,1102
"738","Antoine Davis",2020,"Detroit Mercy",22,22,846
"739","Antoine Davis",2021,"Detroit Mercy",29,29,1072
"740","Antoine Davis",2022,"Detroit Mercy",33,33,1234
"741","Antoine Pittman",2015,"Bradley",29,26,795
"742","Antoine Pittman",2016,"Bradley",31,19,547
"743","Antoine Pittman",2018,"Bradley",19,3,237
"744","Antoine Smith",2021,"Evansville",24,9,442
"745","Antoine Smith",2022,"Evansville",31,14,738
"746","Antoine Young",2010,"Creighton",39,39,1393
"747","Antoine Young",2011,"Creighton",35,35,1071
"748","Anton Brookshire",2021,"Missouri",18,3,161
"749","Anton Gill",2016,"Nebraska",12,1,208
"750","Anton Gill",2017,"Nebraska",31,14,761
"751","Anton Grady",2011,"Cleveland State",33,3,699
"752","Anton Grady",2012,"Cleveland State",6,6,162
"753","Anton Grady",2013,"Cleveland State",31,31,762
"754","Anton Grady",2014,"Cleveland State",34,34,1010
"755","Anton Grady",2015,"Wichita State",31,5,537
"756","Anton Wilson",2012,"Detroit Mercy",30,0,229
"757","Anton Wilson",2013,"Detroit Mercy",32,3,725
"758","Anton Wilson",2014,"Detroit Mercy",33,16,800
"759","Anton Wilson",2015,"Detroit Mercy",31,30,1001
"760","Antone Christian",2010,"Northern Illinois",25,5,444
"761","Antone Christian",2011,"Northern Illinois",31,11,532
"762","Antone Christian",2012,"Northern Illinois",23,5,277
"763","Antone Christian",2013,"Northern Illinois",10,NA,70
"764","Antonio Ballard",2010,"Miami (OH)",18,18,587
"765","Antonio Barton",2010,"Memphis",35,12,861
"766","Antonio Barton",2011,"Memphis",34,19,743
"767","Antonio Barton",2012,"Memphis",26,0,433
"768","Antonio Bisutti",2016,"Ohio",12,0,18
"769","Antonio Bisutti",2017,"Ohio",6,0,13
"770","Antonio Campbell",2013,"Ohio",34,9,327
"771","Antonio Campbell",2014,"Ohio",30,25,722
"772","Antonio Campbell",2015,"Ohio",35,35,1013
"773","Antonio Campbell",2016,"Ohio",15,14,334
"774","Antonio Cowart",2018,"Ohio",31,25,812
"775","Antonio Ferrell",2011,"Bowling Green State",4,0,8
"776","Antonio Gordon",2019,"Kansas State",26,9,451
"777","Antonio Gordon",2020,"Kansas State",21,12,512
"778","Antonio Green",2010,"Eastern Michigan",31,17,738
"779","Antonio Green",2011,"Eastern Michigan",32,18,908
"780","Antonio Lofton",2010,"Chicago State",31,30,896
"781","Antonio Pilipovic",2017,"Drake",5,1,7
"782","Antonio Pilipovic",2018,"Drake",20,0,142
"783","Antonio Pilipovic",2019,"Drake",33,0,354
"784","Antonio Reeves",2019,"Illinois State",31,3,694
"785","Antonio Reeves",2020,"Illinois State",25,24,748
"786","Antonio Reeves",2021,"Illinois State",33,33,1151
"787","Antonio Thomas",2019,"Bradley",33,7,333
"788","Antonio Thomas",2020,"Bradley",22,1,252
"789","Antonio Thomas",2023,"Evansville",6,6,148
"790","Antonio Weary",2010,"Central Michigan",31,NA,583
"791","Antonio Williams",2018,"Kent State",33,30,1049
"792","Antonio Williams",2019,"Kent State",30,28,935
"793","Antwain Johnson",2019,"Buffalo",32,32,879
"794","Antwan Kimmons",2019,"Northern Iowa",31,0,274
"795","Antwan Kimmons",2020,"Northern Iowa",3,0,56
"796","Antwan Kimmons",2021,"Northern Iowa",28,0,245
"797","Antwan Maxwell",2018,"Youngstown State",28,3,302
"798","Antwann Jones",2018,"Memphis",35,6,582
"799","Antwann Jones",2020,"Creighton",30,1,326
"800","Antwon Lillard",2015,"Bowling Green State",34,3,717
"801","Antwon Lillard",2016,"Bowling Green State",30,17,690
"802","Antwon Lillard",2017,"Bowling Green State",23,13,553
"803","Antwon Lillard",2018,"Bowling Green State",34,9,733
"804","Anyang Garang",2020,"Oklahoma",5,0,29
"805","Anyeuri Castillo",2019,"Kent State",12,1,62
"806","Arashma Parks",2022,"Detroit Mercy",23,2,255
"807","Archie Seals",2010,"Chicago State",18,7,287
"808","Ardarius Simmons",2010,"Chicago State",30,8,463
"809","Ardarius Simmons",2011,"Chicago State",30,27,978
"810","Ari Boya",2018,"Bradley",13,0,93
"811","Ari Boya",2019,"Bradley",31,2,326
"812","Ari Boya",2020,"Bradley",9,9,147
"813","Ari Boya",2021,"Bradley",28,2,289
"814","Ari Seals",2020,"Tulsa",3,0,6
"815","Ari Seals",2021,"Tulsa",3,0,4
"816","Ari Seals",2022,"Tulsa",12,0,107
"817","Ari Seals",2023,"Tulsa",3,0,5
"818","Aria Eskandari",2019,"Cleveland State",6,0,7
"819","Aria Eskandari",2020,"Cleveland State",3,0,2
"820","Aria Eskandari",2021,"Cleveland State",5,0,8
"821","Armaan Franklin",2019,"Indiana",32,9,441
"822","Armaan Franklin",2020,"Indiana",22,20,662
"823","Arman Rasul",2010,"Illinois-Chicago",7,0,15
"824","Armandas Plintauskas",2022,"Northern Illinois",28,1,246
"825","Armon Brummett",2018,"Bradley",24,0,139
"826","Armon Fletcher",2014,"Southern Illinois",1,0,0
"827","Armon Fletcher",2015,"Southern Illinois",32,0,462
"828","Armon Fletcher",2016,"Southern Illinois",30,28,904
"829","Armon Fletcher",2017,"Southern Illinois",32,31,1011
"830","Armon Fletcher",2018,"Southern Illinois",23,22,762
"831","Armon Jarrard",2022,"IUPUI",25,5,449
"832","Armon Jarrard",2023,"IUPUI",3,0,29
"833","Armond Battle",2010,"Wright State",29,3,358
"834","Armond Battle",2011,"Wright State",30,25,694
"835","Armoni Foster",2022,"Buffalo",31,30,878
"836","Arne Osojnik",2023,"Eastern Michigan",6,5,132
"837","Arol Kacuol",2022,"Chicago State",28,4,283
"838","Aron Phillips-Nwankwo",2010,"Pittsburgh",10,0,15
"839","Aron Phillips-Nwankwo",2011,"Pittsburgh",5,0,8
"840","Aron Phillips-Nwankwo",2013,"Pittsburgh",9,0,16
"841","Aron Phillips-Nwankwo",2014,"Pittsburgh",14,0,81
"842","Artemios Gavalas",2023,"Butler",3,0,5
"843","Arthur Gage",2012,"Chicago State",19,0,114
"844","Arthur Gage",2013,"Chicago State",2,0,1
"845","Arthur Kaluma",2021,"Creighton",31,30,830
"846","Arthur Kaluma",2022,"Creighton",37,37,1086
"847","Arthur Kaluma",2023,"Kansas State",5,5,161
"848","Artur Labinowicz",2019,"Evansville",31,15,621
"849","Arturro Bingham",2019,"Milwaukee",24,0,192
"850","Asbjorn Midtgaard",2017,"Wichita State",8,0,49
"851","Asbjorn Midtgaard",2018,"Wichita State",34,3,383
"852","Asbjorn Midtgaard",2019,"Wichita State",24,1,191
"853","Ashen Ward",2010,"Youngstown State",29,28,800
"854","Ashen Ward",2011,"Youngstown State",31,31,1007
"855","Ashton Gibbs",2010,"Pittsburgh",31,30,1016
"856","Ashton Gibbs",2011,"Pittsburgh",37,37,1270
"857","Ashton Hardaway",2023,"Memphis",6,0,67
"858","Asown Sayles",2010,"Ohio",34,9,451
"859","Atiba Taylor",2018,"Youngstown State",11,0,61
"860","Atin Wright",2023,"Drake",6,6,180
"861","Au'Diese Toney",2018,"Pittsburgh",32,28,806
"862","Au'Diese Toney",2019,"Pittsburgh",31,25,937
"863","Au'Diese Toney",2020,"Pittsburgh",16,16,559
"864","Aubrey Dawkins",2014,"Michigan",30,13,620
"865","Aubrey Dawkins",2015,"Michigan",36,9,568
"866","Aubrey Williams",2013,"Toledo",9,0,18
"867","Aubrey Williams",2014,"Toledo",16,0,41
"868","August Haas",2016,"Milwaukee",35,35,968
"869","August Haas",2017,"Milwaukee",32,6,644
"870","Augustinas Kiudulas",2023,"Indiana State",4,0,17
"871","Aundre Jackson",2016,"Loyola (IL)",32,8,764
"872","Aundre Jackson",2017,"Loyola (IL)",38,14,720
"873","Aundre Polk",2020,"Central Michigan",10,7,182
"874","Aundre Polk",2021,"Central Michigan",12,3,120
"875","Auraum Nuiriankh",2010,"Buffalo",17,NA,86
"876","Auraum Nuiriankh",2011,"Buffalo",27,18,354
"877","Auraum Nuiriankh",2012,"Buffalo",34,34,969
"878","Auraum Nuiriankh",2013,"Buffalo",21,1,116
"879","Austin Arians",2012,"Milwaukee",29,3,604
"880","Austin Arians",2013,"Milwaukee",35,33,1142
"881","Austin Arians",2015,"Milwaukee",33,33,1029
"882","Austin Ash",2018,"Iowa",9,0,39
"883","Austin Ash",2019,"Iowa",8,0,24
"884","Austin Ash",2020,"Iowa",9,0,21
"885","Austin Ash",2021,"Iowa",18,0,79
"886","Austin Budke",2015,"Kansas State",33,1,430
"887","Austin Budke",2016,"Kansas State",23,0,109
"888","Austin Burgett",2012,"Notre Dame",18,0,60
"889","Austin Burgett",2013,"Notre Dame",28,5,413
"890","Austin Burgett",2014,"Notre Dame",20,0,139
"891","Austin Burgett",2015,"Notre Dame",17,4,97
"892","Austin Chatman",2011,"Creighton",35,0,414
"893","Austin Chatman",2012,"Creighton",36,36,1151
"894","Austin Chatman",2013,"Creighton",35,35,1059
"895","Austin Chatman",2014,"Creighton",33,33,1115
"896","Austin Colbert",2013,"Illinois",22,0,121
"897","Austin Colbert",2014,"Illinois",25,0,190
"898","Austin Davis",2017,"Michigan",16,0,50
"899","Austin Davis",2018,"Michigan",25,0,93
"900","Austin Davis",2019,"Michigan",24,0,256
"901","Austin Davis",2020,"Michigan",23,5,257
"902","Austin Ervin",2017,"Central Michigan",8,1,10
"903","Austin Ervin",2018,"Central Michigan",8,0,12
"904","Austin Etherington",2011,"Indiana",16,0,77
"905","Austin Etherington",2012,"Indiana",7,0,47
"906","Austin Etherington",2013,"Indiana",30,6,318
"907","Austin Etherington",2014,"Butler",32,0,392
"908","Austin Etherington",2015,"Butler",30,2,366
"909","Austin Gardner",2018,"Bowling Green State",1,0,6
"910","Austin Grandstaff",2015,"Ohio State",10,0,115
"911","Austin Harper",2011,"Eastern Michigan",31,10,387
"912","Austin Harper",2012,"Eastern Michigan",29,2,264
