"","school","conf","div","season"
"2982","Washington State","PCC",NA,1930
"2983","Carnegie Mellon","Ind",NA,1930
"2984","Georgia","Southern",NA,1930
"2985","Stanford","PCC",NA,1930
"2986","Southern Methodist","SWC",NA,1930
"2987","Army","Ind",NA,1930
"2988","Pittsburgh","Ind",NA,1930
"2989","Michigan","Western",NA,1930
"2990","Dartmouth","Ind",NA,1930
"2991","New York University","Ind",NA,1930
"2992","Kentucky","Southern",NA,1930
"2993","Yale","Ind",NA,1930
"2994","Florida","Southern",NA,1930
"2995","Baylor","SWC",NA,1930
"2996","Texas Christian","SWC",NA,1930
"2997","Oregon State","PCC",NA,1930
"2998","Fordham","Ind",NA,1930
"2999","Michigan State","Ind",NA,1930
"3000","Cornell","Ind",NA,1930
"3001","Marquette","Ind",NA,1930
"3002","Detroit Mercy","Ind",NA,1930
"3003","Washington","PCC",NA,1930
"3004","Kansas","Big 6",NA,1930
"3005","Pennsylvania","Ind",NA,1930
"3006","Saint Mary's (CA)","Ind",NA,1930
"3007","Duke","Southern",NA,1930
"3008","Navy","Ind",NA,1930
"3009","Minnesota","Western",NA,1930
"3010","Iowa","Western",NA,1930
"3011","Syracuse","Ind",NA,1930
"3012","Centenary (LA)","Ind",NA,1930
"3013","Oregon","PCC",NA,1930
"3014","Nebraska","Big 6",NA,1930
"3015","Drake","MVC",NA,1930
"3016","Temple","Ind",NA,1930
"3017","Bucknell","Ind",NA,1930
"3018","Illinois","Western",NA,1930
"3019","North Carolina","Southern",NA,1930
"3020","Clemson","Southern",NA,1930
"3021","Louisiana State","Southern",NA,1930
"3022","Oklahoma","Big 6",NA,1930
"3023","Harvard","Ind",NA,1930
"3024","Rice","SWC",NA,1930
"3025","Washington & Jefferson","Ind",NA,1930
"3026","Oklahoma State","MVC",NA,1930
"3027","Columbia","Ind",NA,1930
"3028","Indiana","Western",NA,1930
"3029","Colorado","RMC",NA,1930
"3030","Maryland","Southern",NA,1930
"3031","Kansas State","Big 6",NA,1930
"3032","West Virginia","Ind",NA,1930
"3033","Penn State","Ind",NA,1930
"3034","Brown","Ind",NA,1930
"3035","Texas A&M","SWC",NA,1930
"3036","UCLA","PCC",NA,1930
"3037","Villanova","Ind",NA,1930
"3038","Wake Forest","Ind",NA,1930
"3039","Mississippi","Southern",NA,1930
"3040","Georgia Tech","Southern",NA,1930
"3041","California","PCC",NA,1930
"3042","Virginia Tech","Southern",NA,1930
"3043","Davidson","Ind",NA,1930
"3044","Denver","RMC",NA,1930
"3045","Montana State","RMC",NA,1930
"3046","Georgetown","Ind",NA,1930
"3047","South Carolina","Southern",NA,1930
"3048","Grinnell","MVC",NA,1930
"3049","Auburn","Southern",NA,1930
"3050","Washington (MO)","MVC",NA,1930
"3051","Princeton","Ind",NA,1930
"3052","Chicago","Western",NA,1930
"3053","Missouri","Big 6",NA,1930
"3054","Montana","PCC",NA,1930
"3055","Arkansas","SWC",NA,1930
"3056","Sewanee","Southern",NA,1930
"3057","Brigham Young","RMC",NA,1930
"3058","Virginia","Southern",NA,1930
"3059","Regis (CO)","Ind",NA,1930
"3060","Idaho","PCC",NA,1930
"3061","Colorado State","RMC",NA,1930
"3062","Iowa State","Big 6",NA,1930
"3063","Washington & Lee","Southern",NA,1930
"3064","Wyoming","RMC",NA,1930
"3065","Colorado College","RMC",NA,1930
"3066","North Carolina State","Southern",NA,1930
"3067","Utah State","RMC",NA,1930
"3068","Virginia Military Institute","Southern",NA,1930
"3069","Creighton","MVC",NA,1930
"3070","Northern Colorado","RMC",NA,1930
"3071","Mississippi State","Southern",NA,1930
"3072","Gonzaga","Ind",NA,1930
"3073","Colorado Mines","RMC",NA,1930
"3074","Western State","RMC",NA,1930
"3075","Southern California","PCC",NA,1931
"3076","Tulane","Southern",NA,1931
"3077","Notre Dame","Ind",NA,1931
"3078","Georgia","Southern",NA,1931
"3079","Tennessee","Southern",NA,1931
"3080","Pittsburgh","Ind",NA,1931
"3081","Northwestern","Western",NA,1931
"3082","Alabama","Southern",NA,1931
"3083","Utah","RMC",NA,1931
"3084","Vanderbilt","Southern",NA,1931
"3085","Army","Ind",NA,1931
"3086","Harvard","Ind",NA,1931
"3087","Michigan","Western",NA,1931
"3088","Purdue","Western",NA,1931
"3089","Ohio State","Western",NA,1931
"3090","Texas A&M","SWC",NA,1931
"3091","New York University","Ind",NA,1931
"3092","Cornell","Ind",NA,1931
"3093","Yale","Ind",NA,1931
"3094","Stanford","PCC",NA,1931
"3095","Colgate","Ind",NA,1931
"3096","Washington","PCC",NA,1931
"3097","Columbia","Ind",NA,1931
"3098","Southern Methodist","SWC",NA,1931
"3099","Minnesota","Western",NA,1931
"3100","California","PCC",NA,1931
"3101","Syracuse","Ind",NA,1931
"3102","Fordham","Ind",NA,1931
"3103","Oregon State","PCC",NA,1931
"3104","Washington State","PCC",NA,1931
"3105","Michigan State","Ind",NA,1931
"3106","Saint Mary's (CA)","Ind",NA,1931
"3107","Texas","SWC",NA,1931
"3108","Oregon","PCC",NA,1931
"3109","Kentucky","Southern",NA,1931
"3110","Rice","SWC",NA,1931
"3111","Nebraska","Big 6",NA,1931
"3112","Texas Christian","SWC",NA,1931
"3113","Dartmouth","Ind",NA,1931
"3114","Bucknell","Ind",NA,1931
"3115","Auburn","Southern",NA,1931
"3116","Maryland","Southern",NA,1931
"3117","Marquette","Ind",NA,1931
"3118","Kansas State","Big 6",NA,1931
"3119","Temple","Ind",NA,1931
"3120","Pennsylvania","Ind",NA,1931
"3121","Carnegie Mellon","Ind",NA,1931
"3122","Louisiana State","Southern",NA,1931
"3123","UCLA","PCC",NA,1931
"3124","Detroit Mercy","Ind",NA,1931
"3125","Wisconsin","Western",NA,1931
"3126","Centenary (LA)","Ind",NA,1931
"3127","Oklahoma State","MVC",NA,1931
"3128","North Carolina","Southern",NA,1931
"3129","Brown","Ind",NA,1931
"3130","South Carolina","Southern",NA,1931
"3131","Indiana","Western",NA,1931
"3132","Duke","Southern",NA,1931
"3133","Colorado State","RMC",NA,1931
"3134","Villanova","Ind",NA,1931
"3135","Navy","Ind",NA,1931
"3136","Idaho","PCC",NA,1931
"3137","Georgia Tech","Southern",NA,1931
"3138","Washington & Jefferson","Ind",NA,1931
"3139","Gonzaga","Ind",NA,1931
"3140","Utah State","RMC",NA,1931
"3141","Sewanee","Southern",NA,1931
"3142","Kansas","Big 6",NA,1931
"3143","Georgetown","Ind",NA,1931
"3144","Baylor","SWC",NA,1931
"3145","Colorado","RMC",NA,1931
"3146","Arizona State","BIAA",NA,1931
"3147","Florida","Southern",NA,1931
"3148","Arkansas","SWC",NA,1931
"3149","Iowa State","Big 6",NA,1931
"3150","West Virginia","Ind",NA,1931
"3151","Illinois","Western",NA,1931
"3152","Wyoming","RMC",NA,1931
"3153","Virginia Tech","Southern",NA,1931
"3154","Iowa","Western",NA,1931
"3155","Chicago","Western",NA,1931
"3156","Oklahoma","Big 6",NA,1931
"3157","Washington & Lee","Southern",NA,1931
"3158","Montana","PCC",NA,1931
"3159","New Mexico State","BIAA",NA,1931
"3160","Grinnell","MVC",NA,1931
"3161","Mississippi","Southern",NA,1931
"3162","Drake","MVC",NA,1931
"3163","New Mexico","BIAA",NA,1931
"3164","Denver","RMC",NA,1931
"3165","Virginia","Southern",NA,1931
"3166","Virginia Military Institute","Southern",NA,1931
"3167","Davidson","Ind",NA,1931
"3168","Brigham Young","RMC",NA,1931
"3169","Penn State","Ind",NA,1931
"3170","Princeton","Ind",NA,1931
"3171","Mississippi State","Southern",NA,1931
"3172","Colorado College","RMC",NA,1931
"3173","Creighton","MVC",NA,1931
"3174","North Carolina State","Southern",NA,1931
"3175","Arizona","BIAA",NA,1931
"3176","Northern Arizona","BIAA",NA,1931
"3177","Missouri","Big 6",NA,1931
"3178","Clemson","Southern",NA,1931
"3179","Northern Colorado","RMC",NA,1931
"3180","Wake Forest","Ind",NA,1931
"3181","Montana State","RMC",NA,1931
"3182","Western State","RMC",NA,1931
"3183","Washington (MO)","MVC",NA,1931
"3184","Colorado Mines","RMC",NA,1931
"3185","Southern California","PCC",NA,1932
"3186","Purdue","Western",NA,1932
"3187","Michigan","Western",NA,1932
"3188","Notre Dame","Ind",NA,1932
"3189","Colgate","Ind",NA,1932
"3190","Ohio State","Western",NA,1932
"3191","Wisconsin","Western",NA,1932
"3192","Tennessee","Southern",NA,1932
"3193","Pittsburgh","Ind",NA,1932
"3194","Texas Christian","SWC",NA,1932
"3195","Alabama","Southern",NA,1932
"3196","Minnesota","Western",NA,1932
"3197","Northwestern","Western",NA,1932
"3198","Utah","RMC",NA,1932
"3199","Texas","SWC",NA,1932
"3200","Washington","PCC",NA,1932
"3201","Washington State","PCC",NA,1932
"3202","Auburn","Southern",NA,1932
"3203","Army","Ind",NA,1932
"3204","Oregon","PCC",NA,1932
"3205","Virginia Tech","Southern",NA,1932
"3206","Centenary (LA)","Ind",NA,1932
"3207","Stanford","PCC",NA,1932
"3208","Nebraska","Big 6",NA,1932
"3209","Vanderbilt","Southern",NA,1932
"3210","Pennsylvania","Ind",NA,1932
"3211","Michigan State","Ind",NA,1932
"3212","Louisiana State","Southern",NA,1932
"3213","Columbia","Ind",NA,1932
"3214","Fordham","Ind",NA,1932
"3215","Saint Mary's (CA)","Ind",NA,1932
"3216","California","PCC",NA,1932
"3217","Tulane","Southern",NA,1932
"3218","Cornell","Ind",NA,1932
"3219","Rice","SWC",NA,1932
"3220","UCLA","PCC",NA,1932
"3221","Duke","Southern",NA,1932
"3222","New York University","Ind",NA,1932
"3223","Kansas State","Big 6",NA,1932
"3224","Princeton","Ind",NA,1932
"3225","Texas Tech","BIAA",NA,1932
"3226","Chicago","Western",NA,1932
"3227","Georgia Tech","Southern",NA,1932
"3228","Santa Clara","Ind",NA,1932
"3229","Kansas","Big 6",NA,1932
"3230","Indiana","Western",NA,1932
"3231","Villanova","Ind",NA,1932
"3232","Gonzaga","Ind",NA,1932
"3233","Illinois","Western",NA,1932
"3234","Georgia","Southern",NA,1932
"3235","Oregon State","PCC",NA,1932
"3236","Brigham Young","RMC",NA,1932
"3237","Kentucky","Southern",NA,1932
"3238","Brown","Ind",NA,1932
"3239","Detroit Mercy","Ind",NA,1932
"3240","North Carolina State","Southern",NA,1932
"3241","Texas A&M","SWC",NA,1932
"3242","Dartmouth","Ind",NA,1932
"3243","Temple","Ind",NA,1932
"3244","Oklahoma","Big 6",NA,1932
"3245","George Washington","Ind",NA,1932
"3246","Yale","Ind",NA,1932
"3247","Carnegie Mellon","Ind",NA,1932
"3248","Marquette","Ind",NA,1932
"3249","Idaho","PCC",NA,1932
"3250","Colorado State","RMC",NA,1932
"3251","Harvard","Ind",NA,1932
"3252","South Carolina","Southern",NA,1932
"3253","Oklahoma State","MVC",NA,1932
"3254","Washington & Jefferson","Ind",NA,1932
"3255","Southern Methodist","SWC",NA,1932
"3256","Creighton","MVC",NA,1932
"3257","Baylor","SWC",NA,1932
"3258","Colorado","RMC",NA,1932
"3259","Colorado College","RMC",NA,1932
"3260","Navy","Ind",NA,1932
"3261","William & Mary","Ind",NA,1932
"3262","North Carolina","Southern",NA,1932
"3263","Syracuse","Ind",NA,1932
"3264","Saint Louis","Ind",NA,1932
"3265","Florida","Southern",NA,1932
"3266","West Virginia","Ind",NA,1932
"3267","Mississippi","Southern",NA,1932
"3268","Utah State","RMC",NA,1932
"3269","Iowa State","Big 6",NA,1932
"3270","Iowa","Western",NA,1932
"3271","Denver","RMC",NA,1932
"3272","Virginia","Southern",NA,1932
"3273","Wake Forest","Ind",NA,1932
"3274","Arkansas","SWC",NA,1932
"3275","San Francisco","Ind",NA,1932
"3276","Davidson","Ind",NA,1932
"3277","Lafayette","Ind",NA,1932
"3278","Bucknell","Ind",NA,1932
"3279","Richmond","Ind",NA,1932
"3280","Clemson","Southern",NA,1932
"3281","Grinnell","MVC",NA,1932
"3282","Penn State","Ind",NA,1932
"3283","Missouri","Big 6",NA,1932
"3284","Maryland","Southern",NA,1932
"3285","Northern Colorado","RMC",NA,1932
"3286","Washington (MO)","MVC",NA,1932
"3287","Mississippi State","Southern",NA,1932
"3288","Montana State","RMC",NA,1932
"3289","Montana","PCC",NA,1932
"3290","Wyoming","RMC",NA,1932
"3291","Northern Arizona","BIAA",NA,1932
"3292","New Mexico State","BIAA",NA,1932
"3293","Drake","MVC",NA,1932
"3294","Arizona State","BIAA",NA,1932
"3295","Georgetown","Ind",NA,1932
"3296","Arizona","BIAA",NA,1932
"3297","Virginia Military Institute","Southern",NA,1932
"3298","Sewanee","Southern",NA,1932
"3299","Washington & Lee","Southern",NA,1932
"3300","The Citadel","Ind",NA,1932
"3301","Butler","MVC",NA,1932
"3302","Colorado Mines","RMC",NA,1932
"3303","Western State","RMC",NA,1932
"3304","New Mexico","BIAA",NA,1932
"3305","Michigan","Western",NA,1933
"3306","Southern California","PCC",NA,1933
"3307","Nebraska","Big 6",NA,1933
"3308","Ohio State","Western",NA,1933
"3309","Pittsburgh","Ind",NA,1933
"3310","Tennessee","SEC",NA,1933
"3311","Louisiana State","SEC",NA,1933
"3312","Princeton","Ind",NA,1933
"3313","Iowa","Western",NA,1933
"3314","Alabama","SEC",NA,1933
"3315","Minnesota","Western",NA,1933
"3316","Purdue","Western",NA,1933
"3317","Columbia","Ind",NA,1933
"3318","Illinois","Western",NA,1933
"3319","Army","Ind",NA,1933
"3320","Stanford","PCC",NA,1933
"3321","Centenary (LA)","Ind",NA,1933
"3322","Georgia","SEC",NA,1933
"3323","Detroit Mercy","Ind",NA,1933
"3324","Oregon","PCC",NA,1933
"3325","Duquesne","Ind",NA,1933
"3326","Duke","Southern",NA,1933
"3327","California","PCC",NA,1933
"3328","Tulane","SEC",NA,1933
"3329","Fordham","Ind",NA,1933
"3330","Bucknell","Ind",NA,1933
"3331","Tulsa","Ind",NA,1933
"3332","Texas Christian","SWC",NA,1933
"3333","Northwestern","Western",NA,1933
"3334","Arkansas","SWC",NA,1933
"3335","Colgate","Ind",NA,1933
"3336","Kansas State","Big 6",NA,1933
"3337","Oregon State","PCC",NA,1933
"3338","Chicago","Western",NA,1933
"3339","Saint Mary's (CA)","Ind",NA,1933
"3340","Georgia Tech","SEC",NA,1933
"3341","Washington","PCC",NA,1933
"3342","Washington State","PCC",NA,1933
"3343","UCLA","PCC",NA,1933
"3344","Cornell","Ind",NA,1933
"3345","Navy","Ind",NA,1933
"3346","Texas Tech","BIAA",NA,1933
"3347","Florida","SEC",NA,1933
"3348","George Washington","Ind",NA,1933
"3349","Oklahoma","Big 6",NA,1933
"3350","Kansas","Big 6",NA,1933
"3351","Oklahoma State","MVC",NA,1933
"3352","Michigan State","Ind",NA,1933
"3353","Wisconsin","Western",NA,1933
"3354","Vanderbilt","SEC",NA,1933
"3355","Texas A&M","SWC",NA,1933
"3356","Villanova","Ind",NA,1933
"3357","Notre Dame","Ind",NA,1933
"3358","Mississippi","SEC",NA,1933
"3359","Auburn","SEC",NA,1933
"3360","Santa Clara","Ind",NA,1933
"3361","Loyola Marymount","Ind",NA,1933
"3362","Carnegie Mellon","Ind",NA,1933
"3363","Furman","Ind",NA,1933
"3364","Harvard","Ind",NA,1933
"3365","Baylor","SWC",NA,1933
"3366","Dartmouth","Ind",NA,1933
"3367","Texas","SWC",NA,1933
"3368","Colorado","RMC",NA,1933
"3369","Arizona","BIAA",NA,1933
"3370","Southern Methodist","SWC",NA,1933
"3371","Syracuse","Ind",NA,1933
"3372","Mercer","Ind",NA,1933
"3373","South Carolina","Southern",NA,1933
"3374","Temple","Ind",NA,1933
"3375","Penn State","Ind",NA,1933
"3376","Idaho","PCC",NA,1933
"3377","North Carolina","Southern",NA,1933
"3378","Pennsylvania","Ind",NA,1933
"3379","Montana","PCC",NA,1933
"3380","Yale","Ind",NA,1933
"3381","Utah","RMC",NA,1933
"3382","Kentucky","SEC",NA,1933
"3383","Richmond","Ind",NA,1933
"3384","Colorado State","RMC",NA,1933
"3385","Drake","MVC",NA,1933
"3386","Marquette","Ind",NA,1933
"3387","Davidson","Ind",NA,1933
"3388","Iowa State","Big 6",NA,1933
"3389","Denver","RMC",NA,1933
"3390","Saint Louis","Ind",NA,1933
"3391","San Francisco","Ind",NA,1933
"3392","Lafayette","Ind",NA,1933
"3393","Indiana","Western",NA,1933
"3394","New York University","Ind",NA,1933
"3395","Washington & Jefferson","Ind",NA,1933
"3396","Mississippi State","SEC",NA,1933
"3397","Virginia Tech","Southern",NA,1933
"3398","Washington (MO)","MVC",NA,1933
"3399","Gonzaga","Ind",NA,1933
"3400","North Carolina State","Southern",NA,1933
"3401","Virginia","Southern",NA,1933
"3402","West Virginia","Ind",NA,1933
"3403","Brown","Ind",NA,1933
"3404","Rice","SWC",NA,1933
"3405","William & Mary","Ind",NA,1933
"3406","Creighton","MVC",NA,1933
"3407","Northern Arizona","BIAA",NA,1933
"3408","Utah State","RMC",NA,1933
"3409","Washington & Lee","Southern",NA,1933
"3410","Clemson","Southern",NA,1933
"3411","Maryland","Southern",NA,1933
"3412","The Citadel","Ind",NA,1933
"3413","Sewanee","SEC",NA,1933
"3414","New Mexico","BIAA",NA,1933
"3415","New Mexico State","BIAA",NA,1933
"3416","Brigham Young","RMC",NA,1933
"3417","Virginia Military Institute","Southern",NA,1933
"3418","Northern Colorado","RMC",NA,1933
"3419","Missouri","Big 6",NA,1933
"3420","Arizona State","BIAA",NA,1933
"3421","Wake Forest","Ind",NA,1933
"3422","Grinnell","MVC",NA,1933
"3423","Wofford","Ind",NA,1933
"3424","Georgetown","Ind",NA,1933
"3425","Butler","MVC",NA,1933
"3426","Wyoming","RMC",NA,1933
"3427","Montana State","RMC",NA,1933
"3428","Colorado College","RMC",NA,1933
"3429","Colorado Mines","RMC",NA,1933
"3430","Western State","RMC",NA,1933
"3431","Minnesota","Western",NA,1934
"3432","Alabama","SEC",NA,1934
"3433","Pittsburgh","Ind",NA,1934
"3434","Ohio State","Western",NA,1934
"3435","Tennessee","SEC",NA,1934
"3436","Stanford","PCC",NA,1934
"3437","Navy","Ind",NA,1934
"3438","Louisiana State","SEC",NA,1934
"3439","Rice","SWC",NA,1934
"3440","Princeton","Ind",NA,1934
"3441","Temple","Ind",NA,1934
"3442","Southern Methodist","SWC",NA,1934
"3443","Notre Dame","Ind",NA,1934
"3444","Tulane","SEC",NA,1934
"3445","Texas","SWC",NA,1934
"3446","Columbia","Ind",NA,1934
"3447","Illinois","Western",NA,1934
"3448","Duke","Southern",NA,1934
"3449","Army","Ind",NA,1934
"3450","North Carolina","Southern",NA,1934
"3451","Colgate","Ind",NA,1934
"3452","Syracuse","Ind",NA,1934
"3453","Yale","Ind",NA,1934
"3454","Tulsa","Ind",NA,1934
"3455","Washington State","PCC",NA,1934
"3456","Purdue","Western",NA,1934
"3457","Georgia","SEC",NA,1934
"3458","Duquesne","Ind",NA,1934
"3459","Texas Christian","SWC",NA,1934
"3460","Michigan State","Ind",NA,1934
"3461","Washington (MO)","MVC",NA,1934
"3462","Saint Mary's (CA)","Ind",NA,1934
"3463","Santa Clara","Ind",NA,1934
"3464","Chicago","Western",NA,1934
"3465","Loyola Marymount","Ind",NA,1934
"3466","Washington","PCC",NA,1934
"3467","Fordham","Ind",NA,1934
"3468","San Francisco","Ind",NA,1934
"3469","Centenary (LA)","Ind",NA,1934
"3470","Nebraska","Big 6",NA,1934
"3471","Maryland","Southern",NA,1934
"3472","Arkansas","SWC",NA,1934
"3473","Colorado","RMC",NA,1934
"3474","Vanderbilt","SEC",NA,1934
"3475","Arizona","BIAA",NA,1934
"3476","Oregon","PCC",NA,1934
"3477","New Mexico","BIAA",NA,1934
"3478","Utah State","RMC",NA,1934
"3479","Indiana","Western",NA,1934
"3480","Kentucky","SEC",NA,1934
"3481","Kansas State","Big 6",NA,1934
"3482","Texas Tech","BIAA",NA,1934
"3483","George Washington","Ind",NA,1934
"3484","Colorado State","RMC",NA,1934
"3485","UCLA","PCC",NA,1934
"3486","Kansas","Big 6",NA,1934
"3487","Washington & Lee","Southern",NA,1934
"3488","Dartmouth","Ind",NA,1934
"3489","Utah","RMC",NA,1934
"3490","Northern Colorado","RMC",NA,1934
"3491","Iowa State","Big 6",NA,1934
"3492","Oklahoma","Big 6",NA,1934
"3493","Southern California","PCC",NA,1934
"3494","Wisconsin","Western",NA,1934
"3495","New Mexico State","BIAA",NA,1934
"3496","West Virginia","Ind",NA,1934
"3497","Penn State","Ind",NA,1934
"3498","Detroit Mercy","Ind",NA,1934
"3499","Gonzaga","Ind",NA,1934
"3500","Bucknell","Ind",NA,1934
"3501","Pennsylvania","Ind",NA,1934
"3502","Richmond","Ind",NA,1934
"3503","Iowa","Western",NA,1934
"3504","Clemson","Southern",NA,1934
"3505","Northwestern","Western",NA,1934
"3506","California","PCC",NA,1934
"3507","Marquette","Ind",NA,1934
"3508","Mississippi","SEC",NA,1934
"3509","Florida","SEC",NA,1934
"3510","Cornell","Ind",NA,1934
"3511","Oregon State","PCC",NA,1934
"3512","Baylor","SWC",NA,1934
"3513","South Carolina","Southern",NA,1934
"3514","Carnegie Mellon","Ind",NA,1934
"3515","Auburn","SEC",NA,1934
"3516","Denver","RMC",NA,1934
"3517","Davidson","Ind",NA,1934
"3518","Virginia Tech","Southern",NA,1934
"3519","Texas A&M","SWC",NA,1934
"3520","Villanova","Ind",NA,1934
"3521","Mississippi State","SEC",NA,1934
"3522","Georgetown","Ind",NA,1934
"3523","Montana","PCC",NA,1934
"3524","Michigan","Western",NA,1934
"3525","Arizona State","BIAA",NA,1934
"3526","Loyola (LA)","Ind",NA,1934
"3527","Wyoming","RMC",NA,1934
"3528","Georgia Tech","SEC",NA,1934
"3529","Harvard","Ind",NA,1934
"3530","Furman","Ind",NA,1934
"3531","Idaho","PCC",NA,1934
"3532","North Carolina State","Southern",NA,1934
"3533","William & Mary","Ind",NA,1934
"3534","Washington & Jefferson","Ind",NA,1934
"3535","Brigham Young","RMC",NA,1934
"3536","Oklahoma State","MVC",NA,1934
"3537","Virginia","Southern",NA,1934
"3538","Wake Forest","Ind",NA,1934
"3539","New York University","Ind",NA,1934
"3540","Brown","Ind",NA,1934
"3541","Drake","MVC",NA,1934
"3542","Saint Louis","Ind",NA,1934
"3543","Sewanee","SEC",NA,1934
"3544","The Citadel","Ind",NA,1934
"3545","Missouri","Big 6",NA,1934
"3546","Virginia Military Institute","Southern",NA,1934
