"","school","conf","div","season"
"12051","New Mexico","MWC",NA,2007
"12052","Washington State","Pac-10",NA,2007
"12053","Pittsburgh","Big East",NA,2007
"12054","Nebraska","Big 12","North",2007
"12055","East Carolina","CUSA","East",2007
"12056","Indiana","Big Ten",NA,2007
"12057","Tulsa","CUSA","West",2007
"12058","Stanford","Pac-10",NA,2007
"12059","Miami (FL)","ACC","Coastal",2007
"12060","Mississippi","SEC","West",2007
"12061","Houston","CUSA","West",2007
"12062","North Carolina","ACC","Coastal",2007
"12063","Southern Mississippi","CUSA","East",2007
"12064","Florida Atlantic","Sun Belt",NA,2007
"12065","Ball State","MAC","West",2007
"12066","Navy","Ind",NA,2007
"12067","North Carolina State","ACC","Atlantic",2007
"12068","Iowa","Big Ten",NA,2007
"12069","Wyoming","MWC",NA,2007
"12070","Northwestern","Big Ten",NA,2007
"12071","Central Michigan","MAC","West",2007
"12072","Middle Tennessee State","Sun Belt",NA,2007
"12073","Notre Dame","Ind",NA,2007
"12074","Bowling Green","MAC","East",2007
"12075","Nevada","WAC",NA,2007
"12076","Colorado State","MWC",NA,2007
"12077","San Diego State","MWC",NA,2007
"12078","Louisiana-Monroe","Sun Belt",NA,2007
"12079","Iowa State","Big 12","North",2007
"12080","Western Michigan","MAC","West",2007
"12081","Arkansas State","Sun Belt",NA,2007
"12082","Memphis","CUSA","East",2007
"12083","Louisiana Tech","WAC",NA,2007
"12084","San Jose State","WAC",NA,2007
"12085","Nevada-Las Vegas","MWC",NA,2007
"12086","Ohio","MAC","East",2007
"12087","Miami (OH)","MAC","East",2007
"12088","Texas-El Paso","CUSA","West",2007
"12089","Buffalo","MAC","East",2007
"12090","Marshall","CUSA","East",2007
"12091","Duke","ACC","Coastal",2007
"12092","Syracuse","Big East",NA,2007
"12093","Baylor","Big 12","South",2007
"12094","Utah State","WAC",NA,2007
"12095","Minnesota","Big Ten",NA,2007
"12096","Eastern Michigan","MAC","West",2007
"12097","Toledo","MAC","West",2007
"12098","Kent State","MAC","East",2007
"12099","New Mexico State","WAC",NA,2007
"12100","Akron","MAC","East",2007
"12101","Louisiana","Sun Belt",NA,2007
"12102","Tulane","CUSA","West",2007
"12103","Army","Ind",NA,2007
"12104","Alabama-Birmingham","CUSA","East",2007
"12105","Rice","CUSA","West",2007
"12106","Temple","MAC","East",2007
"12107","Southern Methodist","CUSA","West",2007
"12108","Florida International","Sun Belt",NA,2007
"12109","North Texas","Sun Belt",NA,2007
"12110","Idaho","WAC",NA,2007
"12111","Northern Illinois","MAC","West",2007
"12112","Florida","SEC","East",2008
"12113","Oklahoma","Big 12","South",2008
"12114","Texas","Big 12","South",2008
"12115","Southern California","Pac-10",NA,2008
"12116","Penn State","Big Ten",NA,2008
"12117","Alabama","SEC","West",2008
"12118","Texas Tech","Big 12","South",2008
"12119","Ohio State","Big Ten",NA,2008
"12120","Utah","MWC",NA,2008
"12121","Texas Christian","MWC",NA,2008
"12122","Missouri","Big 12","North",2008
"12123","Oklahoma State","Big 12","South",2008
"12124","Boise State","WAC",NA,2008
"12125","Oregon","Pac-10",NA,2008
"12126","Mississippi","SEC","West",2008
"12127","Georgia","SEC","East",2008
"12128","Iowa","Big Ten",NA,2008
"12129","Nebraska","Big 12","North",2008
"12130","Florida State","ACC","Atlantic",2008
"12131","California","Pac-10",NA,2008
"12132","Oregon State","Pac-10",NA,2008
"12133","Kansas","Big 12","North",2008
"12134","Arizona","Pac-10",NA,2008
"12135","Pittsburgh","Big East",NA,2008
"12136","Virginia Tech","ACC","Coastal",2008
"12137","Michigan State","Big Ten",NA,2008
"12138","North Carolina","ACC","Coastal",2008
"12139","Wake Forest","ACC","Atlantic",2008
"12140","West Virginia","Big East",NA,2008
"12141","Tulsa","CUSA","West",2008
"12142","Clemson","ACC","Atlantic",2008
"12143","Georgia Tech","ACC","Coastal",2008
"12144","Boston College","ACC","Atlantic",2008
"12145","Rutgers","Big East",NA,2008
"12146","Ball State","MAC","West",2008
"12147","Cincinnati","Big East",NA,2008
"12148","Louisiana State","SEC","West",2008
"12149","South Carolina","SEC","East",2008
"12150","Brigham Young","MWC",NA,2008
"12151","Miami (FL)","ACC","Coastal",2008
"12152","Northwestern","Big Ten",NA,2008
"12153","Connecticut","Big East",NA,2008
"12154","Vanderbilt","SEC","East",2008
"12155","South Florida","Big East",NA,2008
"12156","Rice","CUSA","West",2008
"12157","Kentucky","SEC","East",2008
"12158","Navy","Ind",NA,2008
"12159","Notre Dame","Ind",NA,2008
"12160","Illinois","Big Ten",NA,2008
"12161","Maryland","ACC","Atlantic",2008
"12162","Baylor","Big 12","South",2008
"12163","Air Force","MWC",NA,2008
"12164","Nevada","WAC",NA,2008
"12165","Houston","CUSA","West",2008
"12166","Wisconsin","Big Ten",NA,2008
"12167","Tennessee","SEC","East",2008
"12168","Arizona State","Pac-10",NA,2008
"12169","East Carolina","CUSA","East",2008
"12170","North Carolina State","ACC","Atlantic",2008
"12171","Virginia","ACC","Coastal",2008
"12172","Auburn","SEC","West",2008
"12173","Troy","Sun Belt",NA,2008
"12174","Southern Mississippi","CUSA","East",2008
"12175","Minnesota","Big Ten",NA,2008
"12176","Stanford","Pac-10",NA,2008
"12177","Arkansas","SEC","West",2008
"12178","Duke","ACC","Coastal",2008
"12179","Buffalo","MAC","East",2008
"12180","Purdue","Big Ten",NA,2008
"12181","Western Michigan","MAC","West",2008
"12182","Colorado","Big 12","North",2008
"12183","Bowling Green","MAC","East",2008
"12184","Northern Illinois","MAC","West",2008
"12185","Central Michigan","MAC","West",2008
"12186","Temple","MAC","East",2008
"12187","Kansas State","Big 12","North",2008
"12188","Fresno State","WAC",NA,2008
"12189","Louisiana Tech","WAC",NA,2008
"12190","Louisville","Big East",NA,2008
"12191","Colorado State","MWC",NA,2008
"12192","UCLA","Pac-10",NA,2008
"12193","Hawaii","WAC",NA,2008
"12194","New Mexico","MWC",NA,2008
"12195","Michigan","Big Ten",NA,2008
"12196","Texas-El Paso","CUSA","West",2008
"12197","Mississippi State","SEC","West",2008
"12198","Texas A&M","Big 12","South",2008
"12199","Louisiana","Sun Belt",NA,2008
"12200","Memphis","CUSA","East",2008
"12201","Florida Atlantic","Sun Belt",NA,2008
"12202","Arkansas State","Sun Belt",NA,2008
"12203","Florida International","Sun Belt",NA,2008
"12204","Akron","MAC","East",2008
"12205","San Jose State","WAC",NA,2008
"12206","Nevada-Las Vegas","MWC",NA,2008
"12207","Marshall","CUSA","East",2008
"12208","Iowa State","Big 12","North",2008
"12209","Central Florida","CUSA","East",2008
"12210","Middle Tennessee State","Sun Belt",NA,2008
"12211","Indiana","Big Ten",NA,2008
"12212","Ohio","MAC","East",2008
"12213","Syracuse","Big East",NA,2008
"12214","Utah State","WAC",NA,2008
"12215","Alabama-Birmingham","CUSA","East",2008
"12216","Louisiana-Monroe","Sun Belt",NA,2008
"12217","Kent State","MAC","East",2008
"12218","Wyoming","MWC",NA,2008
"12219","New Mexico State","WAC",NA,2008
"12220","Washington","Pac-10",NA,2008
"12221","Toledo","MAC","West",2008
"12222","Army","Ind",NA,2008
"12223","Washington State","Pac-10",NA,2008
"12224","Eastern Michigan","MAC","West",2008
"12225","Southern Methodist","CUSA","West",2008
"12226","San Diego State","MWC",NA,2008
"12227","Tulane","CUSA","West",2008
"12228","Miami (OH)","MAC","East",2008
"12229","Idaho","WAC",NA,2008
"12230","North Texas","Sun Belt",NA,2008
"12231","Alabama","SEC","West",2009
"12232","Florida","SEC","East",2009
"12233","Texas","Big 12","South",2009
"12234","Virginia Tech","ACC","Coastal",2009
"12235","Texas Christian","MWC",NA,2009
"12236","Oregon","Pac-10",NA,2009
"12237","Ohio State","Big Ten",NA,2009
"12238","Cincinnati","Big East",NA,2009
"12239","Penn State","Big Ten",NA,2009
"12240","Georgia Tech","ACC","Coastal",2009
"12241","Boise State","WAC",NA,2009
"12242","Oklahoma","Big 12","South",2009
"12243","Arkansas","SEC","West",2009
"12244","Pittsburgh","Big East",NA,2009
"12245","Louisiana State","SEC","West",2009
"12246","Miami (FL)","ACC","Coastal",2009
"12247","Clemson","ACC","Atlantic",2009
"12248","Mississippi","SEC","West",2009
"12249","Nebraska","Big 12","North",2009
"12250","Stanford","Pac-10",NA,2009
"12251","Texas Tech","Big 12","South",2009
"12252","Auburn","SEC","West",2009
"12253","Iowa","Big Ten",NA,2009
"12254","Brigham Young","MWC",NA,2009
"12255","Southern California","Pac-10",NA,2009
"12256","Georgia","SEC","East",2009
"12257","Tennessee","SEC","East",2009
"12258","Oregon State","Pac-10",NA,2009
"12259","Wisconsin","Big Ten",NA,2009
"12260","North Carolina","ACC","Coastal",2009
"12261","Connecticut","Big East",NA,2009
"12262","Oklahoma State","Big 12","South",2009
"12263","West Virginia","Big East",NA,2009
"12264","Utah","MWC",NA,2009
"12265","South Carolina","SEC","East",2009
"12266","Arizona","Pac-10",NA,2009
"12267","Air Force","MWC",NA,2009
"12268","Notre Dame","Ind",NA,2009
"12269","Rutgers","Big East",NA,2009
"12270","Florida State","ACC","Atlantic",2009
"12271","Kentucky","SEC","East",2009
"12272","Mississippi State","SEC","West",2009
"12273","Boston College","ACC","Atlantic",2009
"12274","Navy","Ind",NA,2009
"12275","Central Michigan","MAC","West",2009
"12276","Missouri","Big 12","North",2009
"12277","California","Pac-10",NA,2009
"12278","Houston","CUSA","West",2009
"12279","UCLA","Pac-10",NA,2009
"12280","South Florida","Big East",NA,2009
"12281","Washington","Pac-10",NA,2009
"12282","East Carolina","CUSA","East",2009
"12283","Texas A&M","Big 12","South",2009
"12284","Troy","Sun Belt",NA,2009
"12285","Michigan State","Big Ten",NA,2009
"12286","Nevada","WAC",NA,2009
"12287","Wake Forest","ACC","Atlantic",2009
"12288","Fresno State","WAC",NA,2009
"12289","Middle Tennessee State","Sun Belt",NA,2009
"12290","Kansas","Big 12","North",2009
"12291","Purdue","Big Ten",NA,2009
"12292","Arizona State","Pac-10",NA,2009
"12293","Minnesota","Big Ten",NA,2009
"12294","Northwestern","Big Ten",NA,2009
"12295","Southern Mississippi","CUSA","East",2009
"12296","Central Florida","CUSA","East",2009
"12297","Iowa State","Big 12","North",2009
"12298","North Carolina State","ACC","Atlantic",2009
"12299","Kansas State","Big 12","North",2009
"12300","Michigan","Big Ten",NA,2009
"12301","Ohio","MAC","East",2009
"12302","Baylor","Big 12","South",2009
"12303","Bowling Green","MAC","East",2009
"12304","Temple","MAC","East",2009
"12305","Duke","ACC","Coastal",2009
"12306","Louisiana Tech","WAC",NA,2009
"12307","Virginia","ACC","Coastal",2009
"12308","Southern Methodist","CUSA","West",2009
"12309","Marshall","CUSA","East",2009
"12310","Illinois","Big Ten",NA,2009
"12311","Colorado","Big 12","North",2009
"12312","Louisville","Big East",NA,2009
"12313","Northern Illinois","MAC","West",2009
"12314","Tulsa","CUSA","West",2009
"12315","Syracuse","Big East",NA,2009
"12316","Wyoming","MWC",NA,2009
"12317","Idaho","WAC",NA,2009
"12318","Vanderbilt","SEC","East",2009
"12319","Nevada-Las Vegas","MWC",NA,2009
"12320","Indiana","Big Ten",NA,2009
"12321","Alabama-Birmingham","CUSA","East",2009
"12322","Maryland","ACC","Atlantic",2009
"12323","Buffalo","MAC","East",2009
"12324","Utah State","WAC",NA,2009
"12325","Texas-El Paso","CUSA","West",2009
"12326","San Diego State","MWC",NA,2009
"12327","Louisiana-Monroe","Sun Belt",NA,2009
"12328","Hawaii","WAC",NA,2009
"12329","Colorado State","MWC",NA,2009
"12330","Arkansas State","Sun Belt",NA,2009
"12331","Louisiana","Sun Belt",NA,2009
"12332","Florida Atlantic","Sun Belt",NA,2009
"12333","Western Michigan","MAC","West",2009
"12334","Kent State","MAC","East",2009
"12335","Florida International","Sun Belt",NA,2009
"12336","Toledo","MAC","West",2009
"12337","Memphis","CUSA","East",2009
"12338","Army","Ind",NA,2009
"12339","North Texas","Sun Belt",NA,2009
"12340","San Jose State","WAC",NA,2009
"12341","Akron","MAC","East",2009
"12342","Washington State","Pac-10",NA,2009
"12343","Ball State","MAC","West",2009
"12344","New Mexico","MWC",NA,2009
"12345","Tulane","CUSA","West",2009
"12346","Rice","CUSA","West",2009
"12347","Miami (OH)","MAC","East",2009
"12348","New Mexico State","WAC",NA,2009
"12349","Western Kentucky","Sun Belt",NA,2009
"12350","Eastern Michigan","MAC","West",2009
"12351","Stanford","Pac-10",NA,2010
"12352","Oregon","Pac-10",NA,2010
"12353","Auburn","SEC","West",2010
"12354","Boise State","WAC",NA,2010
"12355","Alabama","SEC","West",2010
"12356","Texas Christian","MWC",NA,2010
"12357","Ohio State","Big Ten",NA,2010
"12358","Oklahoma","Big 12","South",2010
"12359","Oklahoma State","Big 12","South",2010
"12360","Louisiana State","SEC","West",2010
"12361","Arkansas","SEC","West",2010
"12362","Florida State","ACC","Atlantic",2010
"12363","Virginia Tech","ACC","Coastal",2010
"12364","Wisconsin","Big Ten",NA,2010
"12365","Missouri","Big 12","North",2010
"12366","South Carolina","SEC","East",2010
"12367","Nebraska","Big 12","North",2010
"12368","Nevada","WAC",NA,2010
"12369","Texas A&M","Big 12","South",2010
"12370","North Carolina State","ACC","Atlantic",2010
"12371","Notre Dame","Ind",NA,2010
"12372","Iowa","Big Ten",NA,2010
"12373","Michigan State","Big Ten",NA,2010
"12374","Southern California","Pac-10",NA,2010
"12375","West Virginia","Big East",NA,2010
"12376","Florida","SEC","East",2010
"12377","Mississippi State","SEC","West",2010
"12378","Arizona State","Pac-10",NA,2010
"12379","Utah","MWC",NA,2010
"12380","Miami (FL)","ACC","Coastal",2010
"12381","Arizona","Pac-10",NA,2010
"12382","Illinois","Big Ten",NA,2010
"12383","Oregon State","Pac-10",NA,2010
"12384","Pittsburgh","Big East",NA,2010
"12385","Clemson","ACC","Atlantic",2010
"12386","Maryland","ACC","Atlantic",2010
"12387","Air Force","MWC",NA,2010
"12388","Hawaii","WAC",NA,2010
"12389","Georgia","SEC","East",2010
"12390","San Diego State","MWC",NA,2010
"12391","Central Florida","CUSA","East",2010
"12392","Washington","Pac-10",NA,2010
"12393","California","Pac-10",NA,2010
"12394","North Carolina","ACC","Coastal",2010
"12395","Tulsa","CUSA","West",2010
"12396","Northern Illinois","MAC","West",2010
"12397","Kansas State","Big 12","North",2010
"12398","Navy","Ind",NA,2010
"12399","Texas Tech","Big 12","South",2010
"12400","Penn State","Big Ten",NA,2010
"12401","Louisville","Big East",NA,2010
"12402","Boston College","ACC","Atlantic",2010
"12403","South Florida","Big East",NA,2010
"12404","Kentucky","SEC","East",2010
"12405","Southern Mississippi","CUSA","East",2010
"12406","Tennessee","SEC","East",2010
"12407","Texas","Big 12","South",2010
"12408","Connecticut","Big East",NA,2010
"12409","Baylor","Big 12","South",2010
"12410","Michigan","Big Ten",NA,2010
"12411","Brigham Young","MWC",NA,2010
"12412","Syracuse","Big East",NA,2010
"12413","Georgia Tech","ACC","Coastal",2010
"12414","Colorado","Big 12","North",2010
"12415","UCLA","Pac-10",NA,2010
"12416","Iowa State","Big 12","North",2010
"12417","Fresno State","WAC",NA,2010
"12418","Northwestern","Big Ten",NA,2010
"12419","Mississippi","SEC","West",2010
"12420","Cincinnati","Big East",NA,2010
"12421","Southern Methodist","CUSA","West",2010
"12422","Houston","CUSA","West",2010
"12423","Army","Ind",NA,2010
"12424","Idaho","WAC",NA,2010
"12425","Virginia","ACC","Coastal",2010
"12426","Temple","MAC","East",2010
"12427","Louisiana Tech","WAC",NA,2010
"12428","Toledo","MAC","West",2010
"12429","Troy","Sun Belt",NA,2010
"12430","Western Michigan","MAC","West",2010
"12431","Washington State","Pac-10",NA,2010
"12432","East Carolina","CUSA","East",2010
"12433","Indiana","Big Ten",NA,2010
"12434","Duke","ACC","Coastal",2010
"12435","Florida International","Sun Belt",NA,2010
"12436","Minnesota","Big Ten",NA,2010
"12437","Wake Forest","ACC","Atlantic",2010
"12438","Purdue","Big Ten",NA,2010
"12439","Ohio","MAC","East",2010
"12440","Miami (OH)","MAC","East",2010
"12441","Rutgers","Big East",NA,2010
"12442","Arkansas State","Sun Belt",NA,2010
"12443","Utah State","WAC",NA,2010
"12444","Texas-El Paso","CUSA","West",2010
"12445","Kansas","Big 12","North",2010
"12446","Kent State","MAC","East",2010
"12447","Alabama-Birmingham","CUSA","East",2010
"12448","Wyoming","MWC",NA,2010
"12449","Vanderbilt","SEC","East",2010
"12450","Marshall","CUSA","East",2010
"12451","Central Michigan","MAC","West",2010
"12452","Middle Tennessee State","Sun Belt",NA,2010
"12453","Colorado State","MWC",NA,2010
"12454","Louisiana-Monroe","Sun Belt",NA,2010
"12455","Rice","CUSA","West",2010
"12456","Nevada-Las Vegas","MWC",NA,2010
"12457","San Jose State","WAC",NA,2010
"12458","Tulane","CUSA","West",2010
"12459","North Texas","Sun Belt",NA,2010
"12460","Ball State","MAC","West",2010
"12461","Western Kentucky","Sun Belt",NA,2010
"12462","Florida Atlantic","Sun Belt",NA,2010
"12463","Bowling Green","MAC","East",2010
"12464","Louisiana","Sun Belt",NA,2010
"12465","New Mexico","MWC",NA,2010
"12466","New Mexico State","WAC",NA,2010
"12467","Eastern Michigan","MAC","West",2010
"12468","Buffalo","MAC","East",2010
"12469","Memphis","CUSA","East",2010
"12470","Akron","MAC","East",2010
"12471","Alabama","SEC","West",2011
"12472","Louisiana State","SEC","West",2011
"12473","Oklahoma State","Big 12",NA,2011
"12474","Oklahoma","Big 12",NA,2011
"12475","Oregon","Pac-12","North",2011
"12476","Stanford","Pac-12","North",2011
"12477","Boise State","MWC",NA,2011
"12478","Michigan","Big Ten","Legends",2011
"12479","Wisconsin","Big Ten","Leaders",2011
"12480","Southern California","Pac-12","South",2011
"12481","Arkansas","SEC","West",2011
"12482","Baylor","Big 12",NA,2011
"12483","South Carolina","SEC","East",2011
"12484","Texas A&M","Big 12",NA,2011
"12485","Texas","Big 12",NA,2011
"12486","Houston","CUSA","West",2011
"12487","Kansas State","Big 12",NA,2011
"12488","Florida State","ACC","Atlantic",2011
"12489","Missouri","Big 12",NA,2011
"12490","Notre Dame","Ind",NA,2011
"12491","Georgia","SEC","East",2011
"12492","Michigan State","Big Ten","Legends",2011
"12493","Texas Christian","MWC",NA,2011
"12494","Southern Mississippi","CUSA","East",2011
"12495","Nebraska","Big Ten","Legends",2011
"12496","West Virginia","Big East",NA,2011
"12497","Virginia Tech","ACC","Coastal",2011
"12498","Cincinnati","Big East",NA,2011
"12499","Vanderbilt","SEC","East",2011
"12500","Toledo","MAC","West",2011
"12501","Clemson","ACC","Atlantic",2011
"12502","Penn State","Big Ten","Leaders",2011
"12503","Rutgers","Big East",NA,2011
"12504","Florida","SEC","East",2011
"12505","Temple","MAC","East",2011
"12506","Northern Illinois","MAC","West",2011
"12507","Tulsa","CUSA","West",2011
"12508","Miami (FL)","ACC","Coastal",2011
"12509","Mississippi State","SEC","West",2011
"12510","Arizona State","Pac-12","South",2011
"12511","Brigham Young","Ind",NA,2011
"12512","Ohio State","Big Ten","Leaders",2011
"12513","California","Pac-12","North",2011
"12514","Iowa","Big Ten","Legends",2011
"12515","Tennessee","SEC","East",2011
"12516","Auburn","SEC","West",2011
"12517","North Carolina","ACC","Coastal",2011
"12518","Georgia Tech","ACC","Coastal",2011
"12519","South Florida","Big East",NA,2011
"12520","Utah","Pac-12","South",2011
"12521","Illinois","Big Ten","Leaders",2011
"12522","North Carolina State","ACC","Atlantic",2011
"12523","Louisville","Big East",NA,2011
"12524","Iowa State","Big 12",NA,2011
"12525","Louisiana Tech","WAC",NA,2011
"12526","Texas Tech","Big 12",NA,2011
"12527","Washington","Pac-12","North",2011
"12528","Northwestern","Big Ten","Legends",2011
"12529","Ohio","MAC","East",2011
"12530","Arkansas State","Sun Belt",NA,2011
"12531","Pittsburgh","Big East",NA,2011
"12532","Southern Methodist","CUSA","West",2011
"12533","Nevada","WAC",NA,2011
"12534","Western Michigan","MAC","West",2011
"12535","Virginia","ACC","Coastal",2011
"12536","San Diego State","MWC",NA,2011
"12537","Air Force","MWC",NA,2011
"12538","Connecticut","Big East",NA,2011
"12539","Wake Forest","ACC","Atlantic",2011
"12540","Purdue","Big Ten","Leaders",2011
"12541","UCLA","Pac-12","South",2011
"12542","Navy","Ind",NA,2011
"12543","Arizona","Pac-12","South",2011
"12544","Kentucky","SEC","East",2011
"12545","Central Florida","CUSA","East",2011
"12546","Utah State","WAC",NA,2011
"12547","Louisiana","Sun Belt",NA,2011
"12548","Syracuse","Big East",NA,2011
"12549","Wyoming","MWC",NA,2011
"12550","Oregon State","Pac-12","North",2011
"12551","Ball State","MAC","West",2011
"12552","Florida International","Sun Belt",NA,2011
"12553","Marshall","CUSA","East",2011
"12554","Boston College","ACC","Atlantic",2011
"12555","Bowling Green","MAC","East",2011
"12556","Kansas","Big 12",NA,2011
"12557","Miami (OH)","MAC","East",2011
"12558","East Carolina","CUSA","East",2011
"12559","Washington State","Pac-12","North",2011
"12560","San Jose State","WAC",NA,2011
"12561","Kent State","MAC","East",2011
"12562","Minnesota","Big Ten","Legends",2011
"12563","Western Kentucky","Sun Belt",NA,2011
"12564","Eastern Michigan","MAC","West",2011
"12565","Mississippi","SEC","West",2011
"12566","Hawaii","WAC",NA,2011
"12567","Fresno State","WAC",NA,2011
"12568","Duke","ACC","Coastal",2011
"12569","Louisiana-Monroe","Sun Belt",NA,2011
"12570","Texas-El Paso","CUSA","West",2011
"12571","Rice","CUSA","West",2011
"12572","Maryland","ACC","Atlantic",2011
"12573","Colorado","Pac-12","South",2011
"12574","Army","Ind",NA,2011
"12575","North Texas","Sun Belt",NA,2011
"12576","Buffalo","MAC","East",2011
"12577","Indiana","Big Ten","Leaders",2011
"12578","Central Michigan","MAC","West",2011
"12579","New Mexico State","WAC",NA,2011
"12580","Colorado State","MWC",NA,2011
"12581","Idaho","WAC",NA,2011
"12582","Alabama-Birmingham","CUSA","East",2011
"12583","Troy","Sun Belt",NA,2011
"12584","Nevada-Las Vegas","MWC",NA,2011
"12585","Memphis","CUSA","East",2011
"12586","Middle Tennessee State","Sun Belt",NA,2011
"12587","Akron","MAC","East",2011
"12588","Tulane","CUSA","West",2011
"12589","New Mexico","MWC",NA,2011
"12590","Florida Atlantic","Sun Belt",NA,2011
"12591","Alabama","SEC","West",2012
"12592","Oregon","Pac-12","North",2012
"12593","Texas A&M","SEC","West",2012
"12594","Georgia","SEC","East",2012
"12595","Florida","SEC","East",2012
"12596","Notre Dame","Ind",NA,2012
"12597","Kansas State","Big 12",NA,2012
"12598","South Carolina","SEC","East",2012
"12599","Stanford","Pac-12","North",2012
"12600","Louisiana State","SEC","West",2012
"12601","Clemson","ACC","Atlantic",2012
"12602","Oklahoma","Big 12",NA,2012
"12603","Ohio State","Big Ten","Leaders",2012
"12604","Florida State","ACC","Atlantic",2012
"12605","Oklahoma State","Big 12",NA,2012
"12606","Oregon State","Pac-12","North",2012
"12607","Baylor","Big 12",NA,2012
"12608","Texas","Big 12",NA,2012
"12609","Utah State","WAC",NA,2012
"12610","Southern California","Pac-12","South",2012
"12611","Michigan","Big Ten","Legends",2012
"12612","Vanderbilt","SEC","East",2012
"12613","Nebraska","Big Ten","Legends",2012
"12614","Wisconsin","Big Ten","Leaders",2012
"12615","Penn State","Big Ten","Leaders",2012
"12616","Arizona","Pac-12","South",2012
"12617","Arizona State","Pac-12","South",2012
"12618","Northwestern","Big Ten","Legends",2012
"12619","Brigham Young","Ind",NA,2012
"12620","UCLA","Pac-12","South",2012
"12621","Cincinnati","Big East",NA,2012
"12622","Mississippi","SEC","West",2012
"12623","San Jose State","WAC",NA,2012
"12624","Boise State","MWC",NA,2012
"12625","Texas Christian","Big 12",NA,2012
"12626","Central Florida","CUSA","East",2012
"12627","Fresno State","MWC",NA,2012
"12628","Louisiana Tech","WAC",NA,2012
"12629","Texas Tech","Big 12",NA,2012
"12630","Syracuse","Big East",NA,2012
"12631","Tulsa","CUSA","West",2012
"12632","Michigan State","Big Ten","Legends",2012
"12633","Mississippi State","SEC","West",2012
"12634","Louisville","Big East",NA,2012
"12635","Missouri","SEC","East",2012
"12636","Iowa State","Big 12",NA,2012
"12637","Georgia Tech","ACC","Coastal",2012
"12638","Arkansas State","Sun Belt",NA,2012
"12639","Washington","Pac-12","North",2012
"12640","Northern Illinois","MAC","West",2012
"12641","North Carolina","ACC","Coastal",2012
"12642","Miami (FL)","ACC","Coastal",2012
"12643","Tennessee","SEC","East",2012
"12644","West Virginia","Big 12",NA,2012
"12645","Rutgers","Big East",NA,2012
"12646","Louisiana","Sun Belt",NA,2012
"12647","Virginia Tech","ACC","Coastal",2012
"12648","Kent State","MAC","East",2012
"12649","San Diego State","MWC",NA,2012
"12650","Utah","Pac-12","South",2012
"12651","Arkansas","SEC","West",2012
"12652","Pittsburgh","Big East",NA,2012
"12653","Southern Methodist","CUSA","West",2012
"12654","North Carolina State","ACC","Atlantic",2012
"12655","Louisiana-Monroe","Sun Belt",NA,2012
"12656","Toledo","MAC","West",2012
"12657","Bowling Green","MAC","East",2012
"12658","Duke","ACC","Coastal",2012
"12659","California","Pac-12","North",2012
"12660","Auburn","SEC","West",2012
"12661","Western Kentucky","Sun Belt",NA,2012
"12662","Purdue","Big Ten","Leaders",2012
"12663","Ball State","MAC","West",2012
"12664","Navy","Ind",NA,2012
"12665","Middle Tennessee State","Sun Belt",NA,2012
"12666","Iowa","Big Ten","Legends",2012
"12667","Ohio","MAC","East",2012
"12668","Minnesota","Big Ten","Legends",2012
"12669","Troy","Sun Belt",NA,2012
"12670","Rice","CUSA","West",2012
"12671","Nevada","MWC",NA,2012
"12672","Virginia","ACC","Coastal",2012
"12673","East Carolina","CUSA","East",2012
"12674","Kentucky","SEC","East",2012
"12675","Connecticut","Big East",NA,2012
"12676","Indiana","Big Ten","Leaders",2012
"12677","Houston","CUSA","West",2012
"12678","Marshall","CUSA","East",2012
"12679","South Florida","Big East",NA,2012
"12680","Wake Forest","ACC","Atlantic",2012
"12681","Maryland","ACC","Atlantic",2012
"12682","Kansas","Big 12",NA,2012
"12683","Boston College","ACC","Atlantic",2012
"12684","Washington State","Pac-12","North",2012
"12685","Air Force","MWC",NA,2012
"12686","Texas-San Antonio","WAC",NA,2012
"12687","Temple","Big East",NA,2012
"12688","Central Michigan","MAC","West",2012
"12689","Texas State","WAC",NA,2012
"12690","North Texas","Sun Belt",NA,2012
"12691","Buffalo","MAC","East",2012
"12692","Florida International","Sun Belt",NA,2012
"12693","Texas-El Paso","CUSA","West",2012
"12694","Western Michigan","MAC","West",2012
"12695","Florida Atlantic","Sun Belt",NA,2012
"12696","New Mexico","MWC",NA,2012
"12697","Illinois","Big Ten","Leaders",2012
"12698","Wyoming","MWC",NA,2012
"12699","Memphis","CUSA","East",2012
"12700","Alabama-Birmingham","CUSA","East",2012
"12701","Miami (OH)","MAC","East",2012
"12702","Colorado State","MWC",NA,2012
"12703","Colorado","Pac-12","South",2012
"12704","Hawaii","MWC",NA,2012
"12705","Army","Ind",NA,2012
"12706","Tulane","CUSA","West",2012
"12707","Nevada-Las Vegas","MWC",NA,2012
"12708","South Alabama","Sun Belt",NA,2012
"12709","Akron","MAC","East",2012
"12710","Eastern Michigan","MAC","West",2012
"12711","Idaho","WAC",NA,2012
"12712","Southern Mississippi","CUSA","East",2012
"12713","New Mexico State","WAC",NA,2012
"12714","Massachusetts","MAC","East",2012
"12715","Florida State","ACC","Atlantic",2013
"12716","Oregon","Pac-12","North",2013
"12717","Alabama","SEC","West",2013
"12718","Missouri","SEC","East",2013
"12719","Stanford","Pac-12","North",2013
"12720","Auburn","SEC","West",2013
"12721","Arizona State","Pac-12","South",2013
"12722","UCLA","Pac-12","South",2013
"12723","Baylor","Big 12",NA,2013
"12724","Oklahoma State","Big 12",NA,2013
"12725","South Carolina","SEC","East",2013
