"","player","pos","season","school_name","class"
"5525","Julius Rollins","G",2022,"Kent State","FR"
"5526","Akeem Odusipe","F",2022,"Kent State","JR"
"5527","Jalen Sullinger","G",2023,"Kent State","JR"
"5528","Chris Payton","F",2023,"Kent State","SR"
"5529","Reggie Bass","G",2023,"Kent State","SO"
"5530","Voncameron Davis","F",2023,"Kent State","SR"
"5531","Giovanni Santiago","G",2023,"Kent State","SR"
"5532","Cli'Ron Hornbeak","C",2023,"Kent State","JR"
"5533","Julius Rollins","G",2023,"Kent State","SO"
"5534","Tyem Freeman","F",2023,"Kent State","SR"
"5535","Delrecco Gillespie","F",2023,"Kent State","SO"
"5536","Brenden Moss","G",2023,"Kent State","FR"
"5537","Jake Snyder","G",2023,"Kent State","SR"
"5538","LA Hayes","G",2023,"Kent State","FR"
"5539","Mike Bekelja","G",2023,"Kent State","JR"
"5540","Magnus Entenmann","F",2023,"Kent State","FR"
"5541","Donovan Hunter","F",2023,"Kent State","FR"
"5542","Geoff McCammon","G",2010,"Loyola (IL)","SR"
"5543","Ben Averkamp","F",2010,"Loyola (IL)","SO"
"5544","Terrance Hill","G",2010,"Loyola (IL)","SR"
"5545","Walt Gibler","F",2010,"Loyola (IL)","JR"
"5546","Andy Polka","F",2010,"Loyola (IL)","SR"
"5547","Courtney Stanley","G",2010,"Loyola (IL)","JR"
"5548","Jordan Hicks","G",2010,"Loyola (IL)","JR"
"5549","Gabe Kindred","G",2010,"Loyola (IL)","FR"
"5550","Chim Kadima","G",2010,"Loyola (IL)","FR"
"5551","Denzel Brito","G",2010,"Loyola (IL)","FR"
"5552","Shaun Adams","F",2010,"Loyola (IL)","SO"
"5553","Jonathon Gac","F",2010,"Loyola (IL)","FR"
"5554","Ryan Sterling","G",2010,"Loyola (IL)","SR"
"5555","John Benkoske","C",2010,"Loyola (IL)","JR"
"5556","Ben Averkamp","F",2011,"Loyola (IL)","JR"
"5557","Walt Gibler","F",2011,"Loyola (IL)","SR"
"5558","Joe Crisman","G",2011,"Loyola (IL)","FR"
"5559","Denzel Brito","G",2011,"Loyola (IL)","SO"
"5560","Jordan Hicks","G",2011,"Loyola (IL)","JR"
"5561","Christian Thomas","G",2011,"Loyola (IL)","FR"
"5562","Chim Kadima","G",2011,"Loyola (IL)","SO"
"5563","Jonathon Gac","F",2011,"Loyola (IL)","SO"
"5564","John Benkoske","C",2011,"Loyola (IL)","SR"
"5565","London Dokubo","G",2011,"Loyola (IL)","FR"
"5566","Bill Clark","G",2011,"Loyola (IL)","SO"
"5567","Derrick Boone","G",2011,"Loyola (IL)","SO"
"5568","Adam Cooper","F",2011,"Loyola (IL)","SR"
"5569","Christian Thomas","G",2012,"Loyola (IL)","SO"
"5570","Ben Averkamp","F",2012,"Loyola (IL)","SR"
"5571","Jordan Hicks","G",2012,"Loyola (IL)","SR"
"5572","Devon Turk","G",2012,"Loyola (IL)","FR"
"5573","Cully Payne","G",2012,"Loyola (IL)","JR"
"5574","Jeff White","G",2012,"Loyola (IL)","FR"
"5575","Joe Crisman","G",2012,"Loyola (IL)","SO"
"5576","Matt O'Leary","F",2012,"Loyola (IL)","FR"
"5577","Nick Osborne","F",2012,"Loyola (IL)","FR"
"5578","Tanner Williams","F",2012,"Loyola (IL)","FR"
"5579","London Dokubo","G",2012,"Loyola (IL)","SO"
"5580","Bill Clark","G",2012,"Loyola (IL)","JR"
"5581","Derrick Boone","G",2012,"Loyola (IL)","JR"
"5582","Jeremy King","C",2012,"Loyola (IL)","FR"
"5583","Kody Williams","G",2012,"Loyola (IL)","JR"
"5584","Milton Doyle","G",2013,"Loyola (IL)","FR"
"5585","Christian Thomas","G",2013,"Loyola (IL)","JR"
"5586","Jeff White","G",2013,"Loyola (IL)","SO"
"5587","Devon Turk","G",2013,"Loyola (IL)","SO"
"5588","Joe Crisman","G",2013,"Loyola (IL)","JR"
"5589","Nick Osborne","F",2013,"Loyola (IL)","SO"
"5590","Matt O'Leary","F",2013,"Loyola (IL)","SO"
"5591","Cody Johnson","C",2013,"Loyola (IL)","SO"
"5592","Tony Nixon","G",2013,"Loyola (IL)","SR"
"5593","Jeremy King","C",2013,"Loyola (IL)","FR"
"5594","Bill Clark","G",2013,"Loyola (IL)","SR"
"5595","Jordan Pickett","G",2013,"Loyola (IL)","FR"
"5596","London Dokubo","G",2013,"Loyola (IL)","JR"
"5597","Derrick Boone","G",2013,"Loyola (IL)","SR"
"5598","Christian Thomas","G",2014,"Loyola (IL)","SR"
"5599","Montel James","F",2014,"Loyola (IL)","JR"
"5600","Earl Peterson","G",2014,"Loyola (IL)","JR"
"5601","Devon Turk","G",2014,"Loyola (IL)","JR"
"5602","Milton Doyle","G",2014,"Loyola (IL)","SO"
"5603","Donte Ingram","G",2014,"Loyola (IL)","FR"
"5604","Ben Richardson","G",2014,"Loyola (IL)","FR"
"5605","Jeff White","G",2014,"Loyola (IL)","JR"
"5606","Joe Crisman","G",2014,"Loyola (IL)","SR"
"5607","Jay Knuth","F",2014,"Loyola (IL)","FR"
"5608","Julius Rajala","F",2014,"Loyola (IL)","FR"
"5609","Cal Kennedy","F",2014,"Loyola (IL)","FR"
"5610","Eric Porter","G",2014,"Loyola (IL)","FR"
"5611","London Dokubo","G",2014,"Loyola (IL)","SR"
"5612","Jay Jay Elvir","G",2014,"Loyola (IL)","FR"
"5613","Milton Doyle","G",2015,"Loyola (IL)","JR"
"5614","Montel James","F",2015,"Loyola (IL)","SR"
"5615","Devon Turk","G",2015,"Loyola (IL)","SR"
"5616","Earl Peterson","G",2015,"Loyola (IL)","SR"
"5617","Donte Ingram","G",2015,"Loyola (IL)","SO"
"5618","Ben Richardson","G",2015,"Loyola (IL)","SO"
"5619","Tyson Smith","G",2015,"Loyola (IL)","SO"
"5620","Jeff White","G",2015,"Loyola (IL)","SR"
"5621","Julius Rajala","F",2015,"Loyola (IL)","SO"
"5622","Maurice Kirby","F",2015,"Loyola (IL)","SO"
"5623","Cal Kennedy","F",2015,"Loyola (IL)","SO"
"5624","Pernell Adgei","F",2015,"Loyola (IL)","FR"
"5625","Glorind Lisha","G",2015,"Loyola (IL)","FR"
"5626","Milton Doyle","G",2016,"Loyola (IL)","SR"
"5627","Aundre Jackson","F",2016,"Loyola (IL)","JR"
"5628","Donte Ingram","G",2016,"Loyola (IL)","JR"
"5629","Clayton Custer","G",2016,"Loyola (IL)","SO"
"5630","Ben Richardson","G",2016,"Loyola (IL)","JR"
"5631","Bruno Skokna","G",2016,"Loyola (IL)","FR"
"5632","Cameron Satterwhite","G",2016,"Loyola (IL)","FR"
"5633","Vlatko Granic","F",2016,"Loyola (IL)","JR"
"5634","Maurice Kirby","F",2016,"Loyola (IL)","JR"
"5635","Tyson Smith","G",2016,"Loyola (IL)","JR"
"5636","Matt Chastain","G",2016,"Loyola (IL)","FR"
"5637","Byron Burt","G",2016,"Loyola (IL)","JR"
"5638","Glorind Lisha","G",2016,"Loyola (IL)","SR"
"5639","Jake Baughman","G",2016,"Loyola (IL)","FR"
"5640","Cameron Woodyard","G",2016,"Loyola (IL)","FR"
"5641","Igor Cvorovic","F",2016,"Loyola (IL)","FR"
"5642","Nick DiNardi","F",2016,"Loyola (IL)","JR"
"5643","Clayton Custer","G",2017,"Loyola (IL)","JR"
"5644","Marques Townes","G",2017,"Loyola (IL)","JR"
"5645","Donte Ingram","G",2017,"Loyola (IL)","SR"
"5646","Aundre Jackson","F",2017,"Loyola (IL)","SR"
"5647","Cameron Krutwig","C",2017,"Loyola (IL)","FR"
"5648","Ben Richardson","G",2017,"Loyola (IL)","SR"
"5649","Lucas Williamson","G",2017,"Loyola (IL)","FR"
"5650","Bruno Skokna","G",2017,"Loyola (IL)","SO"
"5651","Cameron Satterwhite","G",2017,"Loyola (IL)","SO"
"5652","Adarius Avery","G",2017,"Loyola (IL)","JR"
"5653","Christian Negron","F",2017,"Loyola (IL)","FR"
"5654","Carson Shanks","C",2017,"Loyola (IL)","SR"
"5655","Jake Baughman","G",2017,"Loyola (IL)","SO"
"5656","Nick DiNardi","F",2017,"Loyola (IL)","SR"
"5657","Dylan Boehm","F",2017,"Loyola (IL)","FR"
"5658","Marques Townes","G",2018,"Loyola (IL)","SR"
"5659","Cameron Krutwig","C",2018,"Loyola (IL)","SO"
"5660","Clayton Custer","G",2018,"Loyola (IL)","SR"
"5661","Aher Uguak","F",2018,"Loyola (IL)","SO"
"5662","Cooper Kaifes","G",2018,"Loyola (IL)","FR"
"5663","Lucas Williamson","G",2018,"Loyola (IL)","SO"
"5664","Bruno Skokna","G",2018,"Loyola (IL)","JR"
"5665","Isaiah Bujdoso","G",2018,"Loyola (IL)","FR"
"5666","Franklin Agunanne","F",2018,"Loyola (IL)","FR"
"5667","Christian Negron","F",2018,"Loyola (IL)","SO"
"5668","Jake Baughman","G",2018,"Loyola (IL)","JR"
"5669","Will Alcock","F",2018,"Loyola (IL)","FR"
"5670","Dylan Boehm","F",2018,"Loyola (IL)","SO"
"5671","Cameron Krutwig","C",2019,"Loyola (IL)","JR"
"5672","Tate Hall","G",2019,"Loyola (IL)","JR"
"5673","Marquise Kennedy","G",2019,"Loyola (IL)","FR"
"5674","Lucas Williamson","G",2019,"Loyola (IL)","JR"
"5675","Keith Clemons","G",2019,"Loyola (IL)","JR"
"5676","Aher Uguak","F",2019,"Loyola (IL)","JR"
"5677","Jalon Pipkins","G",2019,"Loyola (IL)","JR"
"5678","Paxson Wojcik","G",2019,"Loyola (IL)","FR"
"5679","Franklin Agunanne","F",2019,"Loyola (IL)","SO"
"5680","Tom Welch","F",2019,"Loyola (IL)","FR"
"5681","Bruno Skokna","G",2019,"Loyola (IL)","SR"
"5682","Will Alcock","F",2019,"Loyola (IL)","SO"
"5683","Jake Baughman","G",2019,"Loyola (IL)","SR"
"5684","Sami Ismail","G",2019,"Loyola (IL)","SO"
"5685","Cameron Krutwig","C",2020,"Loyola (IL)","SR"
"5686","Lucas Williamson","G",2020,"Loyola (IL)","SR"
"5687","Braden Norris","G",2020,"Loyola (IL)","SO"
"5688","Keith Clemons","G",2020,"Loyola (IL)","SR"
"5689","Aher Uguak","F",2020,"Loyola (IL)","SR"
"5690","Tate Hall","G",2020,"Loyola (IL)","SR"
"5691","Marquise Kennedy","G",2020,"Loyola (IL)","SO"
"5692","Tom Welch","F",2020,"Loyola (IL)","SO"
"5693","Baylor Hebb","G",2020,"Loyola (IL)","FR"
"5694","Jacob Hutson","C",2020,"Loyola (IL)","FR"
"5695","Cooper Kaifes","G",2020,"Loyola (IL)","SO"
"5696","Paxson Wojcik","G",2020,"Loyola (IL)","SO"
"5697","Damezi Anderson","F",2020,"Loyola (IL)","JR"
"5698","Sami Ismail","G",2020,"Loyola (IL)","JR"
"5699","Jake Baughman","G",2020,"Loyola (IL)","SR"
"5700","Will Alcock","F",2020,"Loyola (IL)","JR"
"5701","Lucas Williamson","G",2021,"Loyola (IL)","SR"
"5702","Braden Norris","G",2021,"Loyola (IL)","JR"
"5703","Ryan Schwieger","G",2021,"Loyola (IL)","SR"
"5704","Aher Uguak","F",2021,"Loyola (IL)","SR"
"5705","Chris Knight","F",2021,"Loyola (IL)","SR"
"5706","Marquise Kennedy","G",2021,"Loyola (IL)","JR"
"5707","Tate Hall","G",2021,"Loyola (IL)","SR"
"5708","Jacob Hutson","C",2021,"Loyola (IL)","SO"
"5709","Tom Welch","F",2021,"Loyola (IL)","JR"
"5710","Keith Clemons","G",2021,"Loyola (IL)","SR"
"5711","Saint Thomas","F",2021,"Loyola (IL)","FR"
"5712","Will Alcock","F",2021,"Loyola (IL)","SR"
"5713","Ty Johnson","G",2021,"Loyola (IL)","FR"
"5714","Philip Alston","F",2022,"Loyola (IL)","JR"
"5715","Braden Norris","G",2022,"Loyola (IL)","SR"
"5716","Ben Schwieger","G",2022,"Loyola (IL)","FR"
"5717","Marquise Kennedy","G",2022,"Loyola (IL)","SR"
"5718","Tom Welch","F",2022,"Loyola (IL)","SR"
"5719","Bryce Golden","F",2022,"Loyola (IL)","SR"
"5720","Sheldon Edwards","G",2022,"Loyola (IL)","JR"
"5721","Jalen Quinn","G",2022,"Loyola (IL)","FR"
"5722","Jeameril Wilson","F",2022,"Loyola (IL)","SR"
"5723","Jayden Dawson","G",2022,"Loyola (IL)","FR"
"5724","Jacob Hutson","C",2022,"Loyola (IL)","JR"
"5725","Saint Thomas","F",2022,"Loyola (IL)","SO"
"5726","Will Smythe","G",2022,"Loyola (IL)","FR"
"5727","Nolan Marold","F",2022,"Loyola (IL)","FR"
"5728","Caleb Reese","G",2022,"Loyola (IL)","FR"
"5729","Desmond Watson","G",2023,"Loyola (IL)","JR"
"5730","Braden Norris","G",2023,"Loyola (IL)","SR"
"5731","Dame Adelekun","F",2023,"Loyola (IL)","SR"
"5732","Greg Dolan","G",2023,"Loyola (IL)","SR"
"5733","Miles Rubin","C",2023,"Loyola (IL)","FR"
"5734","Philip Alston","F",2023,"Loyola (IL)","SR"
"5735","Jalen Quinn","G",2023,"Loyola (IL)","SO"
"5736","Jayden Dawson","G",2023,"Loyola (IL)","SO"
"5737","Patrick Mwamba","F",2023,"Loyola (IL)","SR"
"5738","Tom Welch","F",2023,"Loyola (IL)","SR"
"5739","Sheldon Edwards","G",2023,"Loyola (IL)","SR"
"5740","Ben Schwieger","G",2023,"Loyola (IL)","SO"
"5741","Trey Lewis","G",2023,"Loyola (IL)","FR"
"5742","Caleb Reese","G",2023,"Loyola (IL)","SO"
"5743","Matthew Mortenson","F",2023,"Loyola (IL)","FR"
"5744","Will Smythe","G",2023,"Loyola (IL)","SO"
"5745","Will Barton","G",2010,"Memphis","FR"
"5746","Joe Jackson","G",2010,"Memphis","FR"
"5747","Tarik Black","F",2010,"Memphis","FR"
"5748","Antonio Barton","G",2010,"Memphis","FR"
"5749","Will Coleman","F",2010,"Memphis","SR"
"5750","Charles Carmouche","G",2010,"Memphis","JR"
"5751","Chris Crawford","G",2010,"Memphis","FR"
"5752","Wesley Witherspoon","F",2010,"Memphis","JR"
"5753","D.J. Stephens","F",2010,"Memphis","SO"
"5754","Drew Barham","G",2010,"Memphis","SO"
"5755","Angel Garcia","F",2010,"Memphis","JR"
"5756","Charles Holt","G",2010,"Memphis","SO"
"5757","Hippolyte Tsafack","F",2010,"Memphis","FR"
"5758","Trey Draper","G",2010,"Memphis","FR"
"5759","Preston Laird","G",2010,"Memphis","JR"
"5760","Will Barton","G",2011,"Memphis","SO"
"5761","Joe Jackson","G",2011,"Memphis","SO"
"5762","Tarik Black","F",2011,"Memphis","SO"
"5763","Chris Crawford","G",2011,"Memphis","SO"
"5764","Wesley Witherspoon","F",2011,"Memphis","SR"
"5765","Antonio Barton","G",2011,"Memphis","SO"
"5766","Adonis Thomas","F",2011,"Memphis","FR"
"5767","Ferrakohn Hall","F",2011,"Memphis","JR"
"5768","D.J. Stephens","F",2011,"Memphis","JR"
"5769","Stan Simpson","F",2011,"Memphis","JR"
"5770","Charles Carmouche","G",2011,"Memphis","SR"
"5771","Hippolyte Tsafack","F",2011,"Memphis","FR"
"5772","Charles Holt","G",2011,"Memphis","JR"
"5773","Preston Laird","G",2011,"Memphis","SR"
"5774","Trey Draper","G",2011,"Memphis","SO"
"5775","Joe Jackson","G",2012,"Memphis","JR"
"5776","Adonis Thomas","F",2012,"Memphis","SO"
"5777","Chris Crawford","G",2012,"Memphis","JR"
"5778","Geron Johnson","G",2012,"Memphis","JR"
"5779","D.J. Stephens","F",2012,"Memphis","SR"
"5780","Shaq Goodwin","F",2012,"Memphis","FR"
"5781","Tarik Black","F",2012,"Memphis","JR"
"5782","Antonio Barton","G",2012,"Memphis","JR"
"5783","Damien Wilson","F",2012,"Memphis","FR"
"5784","Ferrakohn Hall","F",2012,"Memphis","SR"
"5785","Stan Simpson","F",2012,"Memphis","SR"
"5786","Trey Draper","G",2012,"Memphis","JR"
"5787","Anthony Cole","G",2012,"Memphis","FR"
"5788","Charles Holt","G",2012,"Memphis","SR"
"5789","Hippolyte Tsafack","F",2012,"Memphis","SO"
"5790","Joe Jackson","G",2013,"Memphis","SR"
"5791","Michael Dixon","G",2013,"Memphis","SR"
"5792","Shaq Goodwin","F",2013,"Memphis","SO"
"5793","Austin Nichols","F",2013,"Memphis","FR"
"5794","Geron Johnson","G",2013,"Memphis","SR"
"5795","Chris Crawford","G",2013,"Memphis","SR"
"5796","Nick King","F",2013,"Memphis","FR"
"5797","David Pellom","F",2013,"Memphis","SR"
"5798","Dominic Woodson","F",2013,"Memphis","FR"
"5799","Kuran Iverson","F",2013,"Memphis","FR"
"5800","Damien Wilson","F",2013,"Memphis","SO"
"5801","Anthony Cole","G",2013,"Memphis","SO"
"5802","Trey Draper","G",2013,"Memphis","SR"
"5803","Jake McDowell","G",2013,"Memphis","FR"
"5804","Austin Nichols","F",2014,"Memphis","SO"
"5805","Shaq Goodwin","F",2014,"Memphis","JR"
"5806","Trahson Burrell","F",2014,"Memphis","JR"
"5807","Avery Woodson","G",2014,"Memphis","SO"
"5808","Nick King","F",2014,"Memphis","SO"
"5809","Kedren Johnson","G",2014,"Memphis","JR"
"5810","Markel Crawford","G",2014,"Memphis","FR"
"5811","Calvin Godfrey","F",2014,"Memphis","SR"
"5812","Pookie Powell","G",2014,"Memphis","FR"
"5813","D'Marnier Cunningham","G",2014,"Memphis","JR"
"5814","Chris Hawkins","F",2014,"Memphis","JR"
"5815","Kuran Iverson","F",2014,"Memphis","SO"
"5816","Jake McDowell","G",2014,"Memphis","SO"
"5817","Dedric Lawson","F",2015,"Memphis","FR"
"5818","Shaq Goodwin","F",2015,"Memphis","SR"
"5819","Ricky Tarrant","G",2015,"Memphis","SR"
"5820","Trahson Burrell","F",2015,"Memphis","SR"
"5821","Avery Woodson","G",2015,"Memphis","JR"
"5822","Markel Crawford","G",2015,"Memphis","SO"
"5823","Nick Marshall","F",2015,"Memphis","FR"
"5824","K.J. Lawson","F",2015,"Memphis","FR"
"5825","Jeremiah Martin","G",2015,"Memphis","FR"
"5826","Craig Randall","G",2015,"Memphis","FR"
"5827","Sam Craft","G",2015,"Memphis","JR"
"5828","Kedren Johnson","G",2015,"Memphis","SR"
"5829","Jake McDowell","G",2015,"Memphis","JR"
"5830","Caleb Wallingford","G",2015,"Memphis","SR"
"5831","Dante Scott","G",2015,"Memphis","FR"
"5832","Raquan Mitchell","G",2015,"Memphis","FR"
"5833","Dedric Lawson","F",2016,"Memphis","SO"
"5834","Markel Crawford","G",2016,"Memphis","JR"
"5835","K.J. Lawson","F",2016,"Memphis","SO"
"5836","Jeremiah Martin","G",2016,"Memphis","SO"
"5837","Jimario Rivers","G",2016,"Memphis","JR"
"5838","Craig Randall","G",2016,"Memphis","SO"
"5839","Keon Clergeot","G",2016,"Memphis","FR"
"5840","Chad Rykhoek","F",2016,"Memphis","SR"
"5841","Christian Kessee","G",2016,"Memphis","SR"
"5842","Jake McDowell","G",2016,"Memphis","SR"
"5843","Jonathan Bins","G",2016,"Memphis","FR"
"5844","Kaleb Castro","G",2016,"Memphis","SO"
"5845","Alex Moffatt","F",2016,"Memphis","JR"
"5846","Jeremiah Martin","G",2017,"Memphis","JR"
"5847","Kyvon Davenport","F",2017,"Memphis","JR"
"5848","Kareem Brewton","G",2017,"Memphis","JR"
"5849","Mike Parks","F",2017,"Memphis","JR"
"5850","Jamal Johnson","G",2017,"Memphis","FR"
"5851","Jimario Rivers","G",2017,"Memphis","SR"
"5852","Raynere Thornton","F",2017,"Memphis","JR"
"5853","David Nickelberry","F",2017,"Memphis","FR"
"5854","Malik Rhodes","G",2017,"Memphis","JR"
"5855","Victor Enoh","F",2017,"Memphis","FR"
"5856","Karim Sameh Azab","F",2017,"Memphis","SO"
"5857","Jesse Johnson","F",2017,"Memphis","SR"
"5858","Alex Moffatt","F",2017,"Memphis","SR"
"5859","Evin Olds","G",2017,"Memphis","FR"
"5860","Jeremiah Martin","G",2018,"Memphis","SR"
"5861","Kyvon Davenport","F",2018,"Memphis","SR"
"5862","Tyler Harris","G",2018,"Memphis","FR"
"5863","Kareem Brewton","G",2018,"Memphis","SR"
"5864","Raynere Thornton","F",2018,"Memphis","SR"
"5865","Mike Parks","F",2018,"Memphis","SR"
"5866","Isaiah Maurice","F",2018,"Memphis","JR"
"5867","Alex Lomax","G",2018,"Memphis","FR"
"5868","Antwann Jones","G",2018,"Memphis","FR"
"5869","Evin Olds","G",2018,"Memphis","SO"
"5870","Victor Enoh","F",2018,"Memphis","SO"
"5871","David Wingett","G",2018,"Memphis","FR"
"5872","Precious Achiuwa","F",2019,"Memphis","FR"
"5873","Lester Quinones","G",2019,"Memphis","FR"
"5874","Tyler Harris","G",2019,"Memphis","SO"
"5875","Boogie Ellis","G",2019,"Memphis","FR"
"5876","Alex Lomax","G",2019,"Memphis","SO"
"5877","D.J. Jeffries","F",2019,"Memphis","FR"
"5878","Lance Thomas","F",2019,"Memphis","SO"
"5879","Damion Baugh","G",2019,"Memphis","FR"
"5880","Isaiah Maurice","F",2019,"Memphis","SR"
"5881","Malcolm Dandridge","C",2019,"Memphis","FR"
"5882","James Wiseman","C",2019,"Memphis","FR"
"5883","Jayden Hardaway","G",2019,"Memphis","FR"
"5884","Ryan Boyce","G",2019,"Memphis","FR"
"5885","Landers Nolley","G",2020,"Memphis","SO"
"5886","Boogie Ellis","G",2020,"Memphis","SO"
"5887","D.J. Jeffries","F",2020,"Memphis","SO"
"5888","Lester Quinones","G",2020,"Memphis","SO"
"5889","Deandre Williams","F",2020,"Memphis","JR"
"5890","Moussa Cisse","C",2020,"Memphis","FR"
"5891","Alex Lomax","G",2020,"Memphis","JR"
"5892","Malcolm Dandridge","C",2020,"Memphis","SO"
"5893","Damion Baugh","G",2020,"Memphis","SO"
"5894","Jayden Hardaway","G",2020,"Memphis","SO"
"5895","Lance Thomas","F",2020,"Memphis","JR"
"5896","Jordan Nesbitt","G",2020,"Memphis",""
"5897","Conor Glennon","G",2020,"Memphis","FR"
"5898","Ahmad Rand","F",2020,"Memphis","JR"
"5899","Jalen Duren","C",2021,"Memphis","FR"
"5900","Lester Quinones","G",2021,"Memphis","JR"
"5901","Tyler Harris","G",2021,"Memphis","SR"
"5902","Deandre Williams","F",2021,"Memphis","SR"
"5903","Landers Nolley","G",2021,"Memphis","JR"
"5904","Josh Minott","G",2021,"Memphis","FR"
"5905","Emoni Bates","F",2021,"Memphis","FR"
"5906","Alex Lomax","G",2021,"Memphis","SR"
"5907","Malcolm Dandridge","C",2021,"Memphis","JR"
"5908","Earl Timberlake","G",2021,"Memphis","SO"
"5909","Jayden Hardaway","G",2021,"Memphis","JR"
"5910","Chandler Lawson","F",2021,"Memphis","JR"
"5911","Tadarius Jacobs","G",2021,"Memphis","FR"
"5912","John Camden","F",2021,"Memphis","FR"
"5913","Conor Glennon","G",2021,"Memphis","SO"
"5914","Kendric Davis","G",2022,"Memphis","SR"
"5915","Deandre Williams","F",2022,"Memphis","SR"
"5916","Elijah McCadden","G",2022,"Memphis","SR"
"5917","Keonte Kennedy","G",2022,"Memphis","SR"
"5918","Chandler Lawson","F",2022,"Memphis","SR"
"5919","Alex Lomax","G",2022,"Memphis","SR"
"5920","Jayden Hardaway","G",2022,"Memphis","SR"
"5921","Damaria Franklin","G",2022,"Memphis","SR"
"5922","Malcolm Dandridge","C",2022,"Memphis","SR"
"5923","Johnathan Lawson","G",2022,"Memphis","FR"
"5924","Kaodirichi Akobundu-Ehiogu","F",2022,"Memphis","SR"
"5925","Ian Granja","F",2022,"Memphis","FR"
"5926","Conor Glennon","G",2022,"Memphis","JR"
"5927","David Jones","F",2023,"Memphis","JR"
"5928","Jahvon Quinerly","G",2023,"Memphis","SR"
"5929","Jaykwon Walton","F",2023,"Memphis","SR"
"5930","Caleb Mills","G",2023,"Memphis","SR"
"5931","Jordan Brown","F",2023,"Memphis","SR"
"5932","Nick Jourdain","F",2023,"Memphis","JR"
"5933","Ashton Hardaway","F",2023,"Memphis","FR"
"5934","Malcolm Dandridge","C",2023,"Memphis","SR"
"5935","Jayhlon Young","G",2023,"Memphis","JR"
"5936","Jayden Hardaway","G",2023,"Memphis","SR"
"5937","Jonathan Pierre","G",2023,"Memphis","JR"
"5938","Carl Cherenfant","G",2023,"Memphis","FR"
"5939","Noah Stansbury","G",2023,"Memphis","JR"
"5940","JJ Taylor","F",2023,"Memphis","FR"
"5941","Joe Cooper","G",2023,"Memphis","JR"
"5942","Julian Mavunga","F",2010,"Miami (OH)","JR"
"5943","Nick Winbush","F",2010,"Miami (OH)","SR"
"5944","Orlando Williams","G",2010,"Miami (OH)","SO"
"5945","Allen Roberts","G",2010,"Miami (OH)","SO"
"5946","Antonio Ballard","G",2010,"Miami (OH)","SR"
"5947","Chris McHenry","G",2010,"Miami (OH)","JR"
"5948","Quinten Rollins","G",2010,"Miami (OH)","FR"
"5949","Josh Sewell","G",2010,"Miami (OH)","FR"
"5950","Jon Harris","F",2010,"Miami (OH)","FR"
"5951","Drew McGhee","C",2010,"Miami (OH)","FR"
"5952","Vince Legarza","C",2010,"Miami (OH)","SO"
"5953","Sean Mock","F",2010,"Miami (OH)","SR"
"5954","Adam Thomas","F",2010,"Miami (OH)","JR"
"5955","Julian Mavunga","F",2011,"Miami (OH)","SR"
"5956","Brian Sullivan","G",2011,"Miami (OH)","FR"
"5957","Jon Harris","F",2011,"Miami (OH)","SO"
"5958","Quinten Rollins","G",2011,"Miami (OH)","SO"
"5959","Josh Sewell","G",2011,"Miami (OH)","SO"
"5960","Drew McGhee","C",2011,"Miami (OH)","SO"
"5961","Will Sullivan","G",2011,"Miami (OH)","FR"
"5962","Adam Thomas","F",2011,"Miami (OH)","SR"
"5963","Bill Edwards","F",2011,"Miami (OH)","SO"
"5964","Vince Legarza","C",2011,"Miami (OH)","JR"
"5965","Jared Tadlock","C",2011,"Miami (OH)","FR"
"5966","Joe Mezher","G",2011,"Miami (OH)","FR"
"5967","Will Felder","F",2012,"Miami (OH)","JR"
"5968","Allen Roberts","G",2012,"Miami (OH)","JR"
"5969","Jon Harris","F",2012,"Miami (OH)","JR"
"5970","Reggie Johnson","G",2012,"Miami (OH)","FR"
"5971","Geovonie McKnight","G",2012,"Miami (OH)","FR"
"5972","Quinten Rollins","G",2012,"Miami (OH)","JR"
"5973","Drew McGhee","C",2012,"Miami (OH)","JR"
"5974","Will Sullivan","G",2012,"Miami (OH)","SO"
"5975","Josh Sewell","G",2012,"Miami (OH)","JR"
"5976","Vince Legarza","C",2012,"Miami (OH)","SR"
"5977","Bill Edwards","F",2012,"Miami (OH)","JR"
"5978","Jared Tadlock","C",2012,"Miami (OH)","SO"
"5979","Joe Mezher","G",2012,"Miami (OH)","SO"
"5980","Will Felder","F",2013,"Miami (OH)","SR"
"5981","Geovonie McKnight","G",2013,"Miami (OH)","SO"
"5982","Will Sullivan","G",2013,"Miami (OH)","JR"
"5983","Quinten Rollins","G",2013,"Miami (OH)","SR"
"5984","Willie Moore","G",2013,"Miami (OH)","SO"
"5985","Jaryd Eustace","G",2013,"Miami (OH)","FR"
"5986","Joshua Oswald","F",2013,"Miami (OH)","FR"
"5987","Reggie Johnson","G",2013,"Miami (OH)","SO"
"5988","Bill Edwards","F",2013,"Miami (OH)","SR"
"5989","John Hawkins","C",2013,"Miami (OH)","SO"
"5990","Blake McLimans","F",2013,"Miami (OH)","SR"
"5991","Brian Oddo","F",2013,"Miami (OH)","SO"
"5992","Philip Bennett","G",2013,"Miami (OH)","SR"
"5993","Eric Washington","G",2014,"Miami (OH)","JR"
"5994","Will Sullivan","G",2014,"Miami (OH)","SR"
"5995","Geovonie McKnight","G",2014,"Miami (OH)","JR"
"5996","Willie Moore","G",2014,"Miami (OH)","JR"
"5997","L.J. Livingston","F",2014,"Miami (OH)","JR"
